company_id,employee_id,ai_tool_id,license_type,assigned_date,expiration_date,license_status
C06,C06-E0284,T08,Standard,2025-09-05,2026-09-05,Ativa
C06,C06-E0350,T08,Professional,2025-07-11,2026-07-11,Expirada
C06,C06-E0314,T08,Professional,2025-08-03,2026-08-03,Expirada
C06,C06-E0147,T08,Standard,2025-07-07,2026-07-07,Ativa
C06,C06-E0051,T08,Professional,2025-08-24,2026-08-24,Ativa
C06,C06-E0089,T08,Professional,2025-08-11,2026-08-11,Ativa
C06,C06-E0029,T08,Enterprise,2025-07-02,2026-07-02,Expirada
C06,C06-E0104,T08,Standard,2025-08-19,2026-08-19,Ativa
C06,C06-E0239,T08,Enterprise,2025-08-03,2026-08-03,Ativa
C06,C06-E0256,T08,Enterprise,2025-07-20,,Ativa
C06,C06-E0186,T08,Professional,2025-08-23,,Ativa
C06,C06-E0159,T08,Enterprise,2025-08-31,2026-08-31,Ativa
C06,C06-E0316,T08,Enterprise,2025-09-07,,Ativa
C06,C06-E0039,T08,Enterprise,2025-07-28,2026-07-28,Ativa
C06,C06-E0093,T08,Professional,2025-08-23,,Ativa
C06,C06-E0129,T08,Professional,2025-07-20,2026-07-20,Expirada
C06,C06-E0277,T08,Standard,2025-08-28,2026-08-28,Ativa
C06,C06-E0111,T08,Enterprise,2025-08-11,2026-08-11,Ativa
C06,C06-E0001,T08,Enterprise,2025-08-02,2026-08-02,Ativa
C06,C06-E0219,T08,Enterprise,2025-08-05,,Ativa
C06,C06-E0310,T08,Enterprise,2025-07-30,2026-07-30,Ativa
C06,C06-E0012,T08,Professional,2025-09-04,,Ativa
C06,C06-E0274,T08,Standard,2025-08-03,,Ativa
C06,C06-E0225,T08,Standard,2025-08-28,,Ativa
C06,C06-E0294,T08,Professional,2025-07-17,2026-07-17,Expirada
C06,C06-E0187,T08,Standard,2025-08-21,2026-08-21,Ativa
C06,C06-E0174,T08,Enterprise,2025-08-26,2026-08-26,Ativa
C06,C06-E0016,T08,Enterprise,2025-07-25,2026-07-25,Expirada
C06,C06-E0329,T08,Professional,2025-08-10,2026-08-10,Ativa
C06,C06-E0234,T08,Professional,2025-08-01,2026-08-01,Ativa
C06,C06-E0070,T08,Enterprise,2025-08-08,,Ativa
C06,C06-E0252,T08,Standard,2025-07-07,2026-07-07,Ativa
C06,C06-E0214,T08,Professional,2025-08-21,,Ativa
C06,C06-E0254,T08,Enterprise,2025-07-07,,Ativa
C06,C06-E0248,T08,Professional,2025-08-09,,Ativa
C06,C06-E0036,T08,Professional,2025-08-07,2026-08-07,Expirada
C06,C06-E0296,T08,Professional,2025-07-17,2026-07-17,Expirada
C06,C06-E0308,T08,Enterprise,2025-08-13,2026-08-13,Ativa
C06,C06-E0136,T08,Standard,2025-07-07,2026-07-07,Ativa
C06,C06-E0291,T08,Standard,2025-07-28,2026-07-28,Ativa
C06,C06-E0196,T08,Standard,2025-08-11,2026-08-11,Ativa
C06,C06-E0237,T08,Enterprise,2025-08-22,2026-08-22,Revogada
C06,C06-E0077,T08,Standard,2025-08-28,2026-08-28,Revogada
C07,C07-E0038,T02,Professional,2026-03-09,2027-03-09,Ativa
C07,C07-E0052,T02,Professional,2026-03-03,2027-03-03,Ativa
C07,C07-E0035,T02,Professional,2026-03-10,2027-03-10,Ativa
C07,C07-E0013,T02,Enterprise,2026-02-25,2027-02-25,Ativa
C07,C07-E0050,T02,Standard,2026-03-03,2027-03-03,Ativa
C07,C07-E0025,T02,Enterprise,2026-02-26,,Ativa
C07,C07-E0028,T02,Enterprise,2026-03-02,2027-03-02,Ativa
C07,C07-E0057,T02,Professional,2026-02-13,2027-02-13,Ativa
C07,C07-E0006,T02,Enterprise,2026-03-25,,Ativa
C07,C07-E0048,T02,Standard,2026-03-22,,Ativa
C07,C07-E0064,T02,Enterprise,2026-04-01,2027-04-01,Ativa
C07,C07-E0044,T02,Enterprise,2026-04-09,,Ativa
C07,C07-E0031,T02,Professional,2026-03-22,2027-03-22,Ativa
C07,C07-E0046,T02,Enterprise,2026-03-19,2027-03-19,Ativa
C07,C07-E0060,T02,Standard,2026-02-24,2027-02-24,Ativa
C07,C07-E0027,T02,Professional,2026-02-27,,Ativa
C07,C07-E0070,T02,Enterprise,2026-03-15,2027-03-15,Ativa
C07,C07-E0015,T02,Standard,2026-03-09,2027-03-09,Revogada
C07,C07-E0069,T02,Standard,2026-03-12,,Ativa
C07,C07-E0040,T02,Standard,2026-03-25,2027-03-25,Ativa
C07,C07-E0033,T02,Enterprise,2026-02-27,2027-02-27,Ativa
C07,C07-E0023,T02,Standard,2026-03-11,,Revogada
C07,C07-E0054,T02,Professional,2026-04-07,2027-04-07,Ativa
C07,C07-E0043,T02,Standard,2026-03-17,,Ativa
C07,C07-E0019,T02,Standard,2026-02-21,2027-02-21,Ativa
C07,C07-E0068,T02,Standard,2026-03-11,2027-03-11,Ativa
C07,C07-E0034,T02,Standard,2026-03-02,2027-03-02,Ativa
C07,C07-E0058,T02,Professional,2026-03-12,,Ativa
C07,C07-E0001,T02,Standard,2026-03-15,2027-03-15,Ativa
C07,C07-E0073,T02,Standard,2026-03-02,,Ativa
C07,C07-E0041,T02,Enterprise,2026-03-08,2027-03-08,Ativa
C07,C07-E0053,T02,Standard,2026-02-26,2027-02-26,Ativa
C07,C07-E0009,T02,Standard,2026-03-02,2027-03-02,Ativa
C07,C07-E0029,T02,Standard,2026-03-14,,Ativa
C07,C07-E0045,T02,Enterprise,2026-02-11,,Ativa
C07,C07-E0072,T02,Standard,2026-03-31,2027-03-31,Ativa
C07,C07-E0049,T02,Enterprise,2026-04-12,2027-04-12,Ativa
C07,C07-E0007,T02,Enterprise,2026-04-13,2027-04-13,Ativa
C07,C07-E0005,T02,Professional,2026-03-13,,Ativa
C07,C07-E0021,T02,Professional,2026-02-27,2027-02-27,Ativa
C07,C07-E0063,T02,Enterprise,2026-03-17,2027-03-17,Ativa
C07,C07-E0062,T02,Enterprise,2026-02-10,,Ativa
C07,C07-E0037,T02,Standard,2026-02-07,2027-02-07,Ativa
C07,C07-E0003,T02,Standard,2026-03-11,2027-03-11,Ativa
C07,C07-E0022,T02,Enterprise,2026-02-19,2027-02-19,Ativa
C07,C07-E0024,T02,Standard,2026-03-13,,Ativa
C07,C07-E0055,T02,Enterprise,2026-03-19,2027-03-19,Ativa
C07,C07-E0039,T02,Standard,2026-03-06,2027-03-06,Ativa
C07,C07-E0004,T02,Standard,2026-03-01,2027-03-01,Ativa
C07,C07-E0059,T02,Professional,2026-03-21,2027-03-21,Ativa
C07,C07-E0030,T02,Professional,2026-03-16,2027-03-16,Ativa
C07,C07-E0047,T02,Standard,2026-03-03,2027-03-03,Ativa
C07,C07-E0026,T02,Enterprise,2026-03-01,,Ativa
C07,C07-E0014,T02,Professional,2026-02-25,2027-02-25,Ativa
C07,C07-E0011,T02,Enterprise,2026-02-20,2027-02-20,Ativa
C07,C07-E0010,T02,Standard,2026-03-23,,Ativa
C07,C07-E0051,T02,Professional,2026-02-27,2027-02-27,Ativa
C07,C07-E0067,T02,Standard,2026-03-31,2027-03-31,Ativa
C07,C07-E0042,T02,Professional,2026-03-22,,Ativa
C07,C07-E0032,T02,Enterprise,2026-03-03,2027-03-03,Ativa
C07,C07-E0012,T02,Standard,2026-02-26,2027-02-26,Ativa
C07,C07-E0002,T02,Standard,2026-03-22,,Ativa
C07,C07-E0061,T02,Enterprise,2026-02-26,2027-02-26,Ativa
C07,C07-E0065,T02,Professional,2026-02-21,2027-02-21,Ativa
C07,C07-E0071,T02,Standard,2026-03-12,,Revogada
C07,C07-E0018,T02,Standard,2026-03-02,2027-03-02,Ativa
C07,C07-E0008,T02,Professional,2026-02-20,2027-02-20,Ativa
C07,C07-E0020,T02,Standard,2026-02-14,2027-02-14,Ativa
C07,C07-E0017,T02,Professional,2026-03-23,2027-03-23,Ativa
C07,C07-E0056,T02,Professional,2026-03-27,2027-03-27,Ativa
C07,C07-E0066,T02,Enterprise,2026-03-29,,Ativa
C07,C07-E0036,T02,Standard,2026-02-18,2027-02-18,Ativa
C07,C07-E0016,T02,Enterprise,2026-04-11,2027-04-11,Ativa
C07,C07-E0048,T04,Professional,2026-03-05,2027-03-05,Ativa
C07,C07-E0021,T04,Standard,2026-02-28,2027-02-28,Ativa
C07,C07-E0014,T04,Enterprise,2026-03-01,2027-03-01,Ativa
C07,C07-E0059,T04,Professional,2026-02-23,2027-02-23,Ativa
C07,C07-E0004,T04,Professional,2026-02-23,,Ativa
C07,C07-E0072,T04,Enterprise,2026-02-25,2027-02-25,Ativa
C07,C07-E0054,T04,Professional,2026-03-12,2027-03-12,Ativa
C07,C07-E0067,T04,Enterprise,2026-03-07,2027-03-07,Ativa
C07,C07-E0012,T04,Professional,2026-03-17,2027-03-17,Ativa
C07,C07-E0030,T04,Professional,2026-02-19,2027-02-19,Ativa
C07,C07-E0027,T04,Enterprise,2026-02-06,2027-02-06,Ativa
C07,C07-E0017,T04,Enterprise,2026-03-12,,Ativa
C07,C07-E0024,T04,Standard,2026-03-30,2027-03-30,Ativa
C07,C07-E0049,T04,Enterprise,2026-03-04,2027-03-04,Ativa
C07,C07-E0053,T04,Enterprise,2026-02-21,2027-02-21,Ativa
C07,C07-E0061,T04,Standard,2026-03-17,2027-03-17,Ativa
C07,C07-E0005,T04,Standard,2026-03-11,2027-03-11,Ativa
C07,C07-E0026,T04,Standard,2026-02-26,,Revogada
C07,C07-E0031,T04,Enterprise,2026-04-08,2027-04-08,Ativa
C07,C07-E0042,T04,Enterprise,2026-03-24,2027-03-24,Ativa
C07,C07-E0066,T04,Standard,2026-03-21,,Ativa
C07,C07-E0035,T04,Professional,2026-03-27,2027-03-27,Ativa
C07,C07-E0001,T04,Standard,2026-03-12,,Ativa
C07,C07-E0020,T04,Enterprise,2026-02-12,2027-02-12,Ativa
C07,C07-E0034,T04,Professional,2026-03-24,,Ativa
C07,C07-E0022,T04,Enterprise,2026-03-03,2027-03-03,Ativa
C07,C07-E0063,T04,Professional,2026-04-06,2027-04-06,Ativa
C07,C07-E0069,T04,Standard,2026-02-28,2027-02-28,Ativa
C07,C07-E0070,T04,Professional,2026-02-28,,Ativa
C07,C07-E0064,T04,Enterprise,2026-03-14,2027-03-14,Ativa
C07,C07-E0060,T04,Enterprise,2026-03-14,,Ativa
C07,C07-E0040,T04,Enterprise,2026-03-17,,Ativa
C07,C07-E0068,T04,Standard,2026-02-19,2027-02-19,Ativa
C07,C07-E0032,T04,Enterprise,2026-03-08,2027-03-08,Ativa
C07,C07-E0052,T04,Enterprise,2026-02-09,2027-02-09,Ativa
C07,C07-E0028,T04,Enterprise,2026-04-01,,Ativa
C07,C07-E0036,T04,Standard,2026-02-20,2027-02-20,Ativa
C07,C07-E0025,T04,Professional,2026-02-09,2027-02-09,Ativa
C07,C07-E0056,T04,Professional,2026-02-21,2027-02-21,Ativa
C07,C07-E0002,T04,Standard,2026-02-12,2027-02-12,Ativa
C07,C07-E0019,T04,Professional,2026-02-27,,Ativa
C07,C07-E0018,T04,Enterprise,2026-04-05,2027-04-05,Ativa
C07,C07-E0006,T04,Enterprise,2026-03-12,,Ativa
C07,C07-E0065,T04,Enterprise,2026-03-15,,Ativa
C07,C07-E0015,T04,Professional,2026-02-24,2027-02-24,Revogada
C07,C07-E0062,T04,Professional,2026-03-12,2027-03-12,Ativa
C07,C07-E0043,T04,Standard,2026-02-09,2027-02-09,Ativa
C07,C07-E0044,T04,Enterprise,2026-03-08,,Ativa
C07,C07-E0057,T04,Enterprise,2026-03-06,2027-03-06,Ativa
C07,C07-E0016,T04,Standard,2026-03-05,,Ativa
C07,C07-E0045,T04,Professional,2026-03-29,,Ativa
C07,C07-E0037,T04,Standard,2026-02-18,2027-02-18,Ativa
C07,C07-E0029,T04,Standard,2026-02-26,2027-02-26,Ativa
C07,C07-E0041,T04,Professional,2026-03-12,,Ativa
C07,C07-E0003,T04,Standard,2026-02-18,2027-02-18,Revogada
C07,C07-E0055,T04,Enterprise,2026-02-28,,Ativa
C07,C07-E0050,T04,Professional,2026-03-09,2027-03-09,Ativa
C07,C07-E0039,T04,Enterprise,2026-04-11,2027-04-11,Ativa
C07,C07-E0033,T04,Standard,2026-02-13,2027-02-13,Ativa
C07,C07-E0010,T04,Standard,2026-03-01,,Ativa
C07,C07-E0011,T04,Standard,2026-03-20,,Revogada
C07,C07-E0071,T04,Standard,2026-02-11,,Ativa
C07,C07-E0013,T04,Standard,2026-02-28,2027-02-28,Ativa
C07,C07-E0047,T04,Enterprise,2026-03-26,2027-03-26,Ativa
C07,C07-E0038,T04,Enterprise,2026-03-27,2027-03-27,Ativa
C07,C07-E0046,T04,Standard,2026-03-12,2027-03-12,Ativa
C07,C07-E0009,T04,Enterprise,2026-04-06,2027-04-06,Ativa
C07,C07-E0023,T04,Enterprise,2026-03-07,2027-03-07,Ativa
C07,C07-E0073,T04,Professional,2026-03-27,,Ativa
C07,C07-E0008,T04,Standard,2026-03-05,2027-03-05,Revogada
C07,C07-E0007,T04,Enterprise,2026-03-04,,Ativa
C07,C07-E0058,T04,Standard,2026-02-20,2027-02-20,Revogada
C07,C07-E0051,T04,Standard,2026-04-11,,Ativa
C08,C08-E0009,T02,Standard,2025-10-27,2026-10-27,Ativa
C08,C08-E0033,T02,Enterprise,2025-10-18,2026-10-18,Revogada
C08,C08-E0028,T02,Standard,2025-11-03,2026-11-03,Ativa
C08,C08-E0034,T02,Standard,2025-10-05,,Ativa
C08,C08-E0026,T02,Standard,2025-10-04,,Ativa
C08,C08-E0038,T02,Standard,2025-10-25,2026-10-25,Ativa
C08,C08-E0036,T02,Professional,2025-10-12,2026-10-12,Ativa
C08,C08-E0013,T02,Professional,2025-10-21,,Ativa
C08,C08-E0035,T02,Standard,2025-10-16,,Ativa
C08,C08-E0002,T02,Standard,2025-09-29,2026-09-29,Ativa
C08,C08-E0025,T02,Standard,2025-09-19,2026-09-19,Ativa
C08,C08-E0011,T02,Standard,2025-09-26,2026-09-26,Ativa
C08,C08-E0004,T02,Enterprise,2025-10-24,2026-10-24,Ativa
C08,C08-E0019,T02,Enterprise,2025-10-15,2026-10-15,Ativa
C08,C08-E0006,T02,Standard,2025-09-30,,Ativa
C08,C08-E0008,T02,Enterprise,2025-09-26,2026-09-26,Ativa
C08,C08-E0041,T02,Standard,2025-09-02,,Ativa
C08,C08-E0015,T02,Standard,2025-11-04,2026-11-04,Ativa
C08,C08-E0039,T02,Standard,2025-10-05,2026-10-05,Ativa
C08,C08-E0024,T02,Standard,2025-10-19,2026-10-19,Ativa
C08,C08-E0010,T02,Enterprise,2025-11-05,2026-11-05,Ativa
C08,C08-E0003,T02,Professional,2025-09-10,2026-09-10,Ativa
C08,C08-E0017,T02,Enterprise,2025-10-26,,Ativa
C08,C08-E0007,T02,Professional,2025-10-09,2026-10-09,Ativa
C08,C08-E0001,T02,Standard,2025-09-11,2026-09-11,Ativa
C08,C08-E0020,T02,Professional,2025-11-01,2026-11-01,Ativa
C08,C08-E0032,T02,Standard,2025-10-11,2026-10-11,Ativa
C08,C08-E0037,T02,Professional,2025-09-16,2026-09-16,Ativa
C08,C08-E0018,T02,Professional,2025-10-26,2026-10-26,Ativa
C08,C08-E0027,T02,Professional,2025-10-13,,Ativa
C08,C08-E0039,T08,Enterprise,2025-10-10,,Ativa
C08,C08-E0041,T08,Enterprise,2025-09-24,2026-09-24,Ativa
C08,C08-E0033,T08,Enterprise,2025-09-16,2026-09-16,Revogada
C08,C08-E0011,T08,Professional,2025-10-12,,Ativa
C08,C08-E0008,T08,Standard,2025-09-26,,Ativa
C08,C08-E0015,T08,Professional,2025-10-13,2026-10-13,Ativa
C08,C08-E0024,T08,Professional,2025-10-24,,Ativa
C08,C08-E0003,T08,Professional,2025-10-07,2026-10-07,Ativa
C08,C08-E0007,T08,Standard,2025-09-26,2026-09-26,Ativa
C08,C08-E0025,T08,Standard,2025-10-21,,Revogada
C08,C08-E0023,T08,Enterprise,2025-10-04,2026-10-04,Ativa
C08,C08-E0001,T08,Standard,2025-10-17,2026-10-17,Ativa
C08,C08-E0009,T08,Enterprise,2025-11-03,2026-11-03,Ativa
C08,C08-E0005,T08,Professional,2025-09-14,,Revogada
C08,C08-E0016,T08,Professional,2025-09-29,2026-09-29,Ativa
C08,C08-E0030,T08,Enterprise,2025-10-12,,Revogada
C08,C08-E0017,T08,Professional,2025-11-02,2026-11-02,Ativa
C08,C08-E0037,T08,Enterprise,2025-10-07,2026-10-07,Ativa
C08,C08-E0020,T08,Professional,2025-10-11,2026-10-11,Ativa
C08,C08-E0014,T08,Professional,2025-10-14,2026-10-14,Ativa
C08,C08-E0032,T08,Standard,2025-10-05,2026-10-05,Ativa
C08,C08-E0004,T08,Enterprise,2025-09-30,,Ativa
C08,C08-E0022,T08,Enterprise,2025-09-12,2026-09-12,Ativa
C08,C08-E0006,T08,Enterprise,2025-10-10,2026-10-10,Ativa
C08,C08-E0010,T08,Enterprise,2025-10-30,2026-10-30,Ativa
C08,C08-E0029,T08,Standard,2025-10-06,,Ativa
C08,C08-E0026,T08,Standard,2025-10-04,2026-10-04,Ativa
C08,C08-E0018,T08,Standard,2025-10-15,2026-10-15,Ativa
C08,C08-E0021,T08,Standard,2025-09-26,,Ativa
C08,C08-E0002,T08,Enterprise,2025-10-21,,Ativa
C08,C08-E0031,T08,Professional,2025-09-23,2026-09-23,Ativa
C08,C08-E0019,T08,Standard,2025-10-13,2026-10-13,Ativa
C08,C08-E0035,T08,Enterprise,2025-10-01,2026-10-01,Ativa
C08,C08-E0040,T08,Enterprise,2025-10-15,2026-10-15,Ativa
C08,C08-E0027,T08,Enterprise,2025-09-24,,Ativa
C08,C08-E0028,T08,Professional,2025-10-13,,Ativa
C09,C09-E0240,T02,Enterprise,2025-12-13,2026-12-13,Ativa
C09,C09-E0021,T02,Standard,2025-12-22,2026-12-22,Ativa
C09,C09-E0160,T02,Professional,2025-12-09,2026-12-09,Ativa
C09,C09-E0095,T02,Enterprise,2025-12-13,2026-12-13,Ativa
C09,C09-E0207,T02,Standard,2025-11-23,2026-11-23,Ativa
C09,C09-E0208,T02,Standard,2025-12-24,2026-12-24,Ativa
C09,C09-E0039,T02,Professional,2026-01-05,2027-01-05,Ativa
C09,C09-E0270,T02,Professional,2026-01-01,,Ativa
C09,C09-E0086,T02,Standard,2025-11-21,2026-11-21,Ativa
C09,C09-E0231,T02,Enterprise,2025-12-17,,Ativa
C09,C09-E0011,T02,Enterprise,2025-12-16,2026-12-16,Ativa
C09,C09-E0016,T02,Standard,2025-11-29,2026-11-29,Ativa
C09,C09-E0325,T02,Enterprise,2025-12-02,,Ativa
C09,C09-E0127,T02,Enterprise,2025-12-19,2026-12-19,Ativa
C09,C09-E0052,T02,Enterprise,2025-12-06,2026-12-06,Ativa
C09,C09-E0003,T02,Enterprise,2025-11-22,2026-11-22,Ativa
C09,C09-E0263,T02,Standard,2025-12-04,2026-12-04,Ativa
C09,C09-E0065,T02,Standard,2025-12-24,2026-12-24,Revogada
C09,C09-E0061,T02,Enterprise,2025-11-28,2026-11-28,Ativa
C09,C09-E0087,T02,Enterprise,2025-11-08,2026-11-08,Ativa
C09,C09-E0289,T02,Professional,2025-12-27,2026-12-27,Ativa
C09,C09-E0301,T02,Enterprise,2025-11-19,2026-11-19,Ativa
C09,C09-E0026,T02,Enterprise,2025-12-24,2026-12-24,Ativa
C09,C09-E0295,T02,Standard,2025-12-31,2026-12-31,Ativa
C09,C09-E0237,T02,Standard,2025-12-11,,Ativa
C09,C09-E0028,T02,Professional,2025-11-27,2026-11-27,Ativa
C09,C09-E0048,T02,Standard,2025-12-21,,Ativa
C09,C09-E0042,T02,Standard,2026-01-04,2027-01-04,Ativa
C09,C09-E0214,T02,Professional,2025-12-22,2026-12-22,Ativa
C09,C09-E0024,T02,Enterprise,2026-01-04,2027-01-04,Ativa
C09,C09-E0100,T02,Enterprise,2025-12-18,,Ativa
C09,C09-E0282,T02,Enterprise,2025-12-26,2026-12-26,Ativa
C09,C09-E0054,T02,Enterprise,2025-12-05,2026-12-05,Ativa
C09,C09-E0025,T02,Standard,2025-12-18,,Ativa
C09,C09-E0162,T02,Standard,2025-11-22,2026-11-22,Ativa
C09,C09-E0099,T02,Enterprise,2025-12-31,2026-12-31,Ativa
C09,C09-E0130,T02,Standard,2025-11-16,2026-11-16,Ativa
C09,C09-E0063,T02,Professional,2025-12-03,2026-12-03,Ativa
C09,C09-E0203,T02,Professional,2025-11-28,2026-11-28,Ativa
C09,C09-E0284,T02,Standard,2025-11-17,2026-11-17,Ativa
C09,C09-E0329,T02,Standard,2025-12-15,2026-12-15,Ativa
C09,C09-E0012,T02,Professional,2025-11-18,2026-11-18,Ativa
C09,C09-E0278,T02,Professional,2025-12-07,,Ativa
C09,C09-E0277,T02,Enterprise,2025-12-02,2026-12-02,Ativa
C09,C09-E0217,T02,Professional,2025-11-18,2026-11-18,Ativa
C09,C09-E0209,T02,Enterprise,2025-11-26,2026-11-26,Ativa
C09,C09-E0180,T02,Professional,2025-11-22,,Ativa
C09,C09-E0163,T02,Enterprise,2025-12-11,2026-12-11,Ativa
C09,C09-E0173,T02,Standard,2025-12-05,2026-12-05,Ativa
C09,C09-E0038,T02,Standard,2025-12-02,2026-12-02,Ativa
C09,C09-E0123,T02,Standard,2025-11-14,2026-11-14,Ativa
C09,C09-E0144,T02,Professional,2025-11-30,2026-11-30,Ativa
C09,C09-E0148,T02,Standard,2026-01-06,,Ativa
C09,C09-E0070,T02,Standard,2025-11-22,2026-11-22,Ativa
C09,C09-E0213,T02,Standard,2025-11-24,,Ativa
C09,C09-E0168,T02,Professional,2025-12-08,,Ativa
C09,C09-E0264,T02,Enterprise,2025-11-15,2026-11-15,Ativa
C09,C09-E0067,T02,Standard,2025-11-29,2026-11-29,Ativa
C09,C09-E0272,T02,Professional,2025-12-26,2026-12-26,Revogada
C09,C09-E0275,T02,Standard,2025-12-30,2026-12-30,Ativa
C09,C09-E0051,T02,Professional,2025-12-03,2026-12-03,Ativa
C09,C09-E0194,T02,Professional,2025-11-12,,Ativa
C09,C09-E0036,T02,Enterprise,2026-01-03,,Ativa
C09,C09-E0059,T02,Standard,2025-11-27,2026-11-27,Ativa
C09,C09-E0109,T02,Enterprise,2025-12-28,2026-12-28,Ativa
C09,C09-E0082,T02,Standard,2026-01-01,,Ativa
C09,C09-E0250,T02,Enterprise,2025-11-21,2026-11-21,Ativa
C09,C09-E0154,T02,Enterprise,2025-12-01,,Ativa
C09,C09-E0159,T02,Standard,2025-12-10,2026-12-10,Ativa
C09,C09-E0066,T02,Enterprise,2025-11-23,2026-11-23,Ativa
C09,C09-E0004,T02,Professional,2026-01-03,,Revogada
C09,C09-E0235,T02,Standard,2025-12-16,,Ativa
C09,C09-E0115,T02,Enterprise,2025-12-21,2026-12-21,Ativa
C09,C09-E0315,T02,Enterprise,2025-12-06,2026-12-06,Revogada
C09,C09-E0334,T02,Enterprise,2025-12-29,2026-12-29,Ativa
C09,C09-E0199,T02,Professional,2025-12-23,2026-12-23,Ativa
C09,C09-E0149,T02,Enterprise,2026-01-09,,Ativa
C09,C09-E0098,T02,Enterprise,2025-12-29,2026-12-29,Revogada
C09,C09-E0037,T02,Professional,2026-01-06,2027-01-06,Revogada
C09,C09-E0318,T02,Enterprise,2025-12-06,,Ativa
C09,C09-E0195,T02,Enterprise,2025-12-19,2026-12-19,Ativa
C09,C09-E0079,T02,Enterprise,2025-12-04,,Ativa
C09,C09-E0050,T02,Enterprise,2025-11-22,,Ativa
C09,C09-E0234,T02,Standard,2025-12-18,2026-12-18,Ativa
C09,C09-E0097,T02,Standard,2025-11-18,,Ativa
C09,C09-E0110,T02,Professional,2025-11-19,2026-11-19,Ativa
C09,C09-E0220,T02,Standard,2025-12-19,2026-12-19,Ativa
C09,C09-E0338,T02,Enterprise,2025-12-23,2026-12-23,Ativa
C09,C09-E0288,T02,Standard,2025-11-25,2026-11-25,Ativa
C09,C09-E0064,T02,Standard,2025-12-11,2026-12-11,Ativa
C09,C09-E0185,T02,Standard,2025-12-19,,Ativa
C09,C09-E0242,T02,Enterprise,2025-12-15,2026-12-15,Ativa
C09,C09-E0201,T02,Professional,2025-12-11,2026-12-11,Ativa
C09,C09-E0179,T02,Professional,2026-01-03,2027-01-03,Ativa
C09,C09-E0308,T02,Enterprise,2025-12-06,2026-12-06,Ativa
C09,C09-E0015,T02,Standard,2025-12-17,2026-12-17,Revogada
C09,C09-E0170,T02,Professional,2025-12-15,2026-12-15,Ativa
C09,C09-E0114,T02,Standard,2025-12-26,,Ativa
C09,C09-E0223,T02,Professional,2026-01-12,2027-01-12,Ativa
C09,C09-E0337,T02,Standard,2025-11-12,2026-11-12,Revogada
C09,C09-E0212,T02,Enterprise,2025-12-20,2026-12-20,Ativa
C09,C09-E0313,T02,Professional,2025-12-01,2026-12-01,Ativa
C09,C09-E0198,T02,Professional,2025-12-08,2026-12-08,Ativa
C09,C09-E0192,T02,Standard,2025-12-08,2026-12-08,Ativa
C09,C09-E0001,T02,Professional,2025-12-06,2026-12-06,Ativa
C09,C09-E0104,T02,Standard,2025-12-17,2026-12-17,Ativa
C09,C09-E0120,T02,Professional,2025-12-07,2026-12-07,Ativa
C09,C09-E0005,T02,Standard,2025-12-10,2026-12-10,Ativa
C09,C09-E0138,T02,Professional,2025-11-21,2026-11-21,Ativa
C09,C09-E0230,T02,Professional,2025-11-27,,Ativa
C09,C09-E0017,T02,Standard,2025-12-30,,Ativa
C09,C09-E0320,T02,Standard,2025-11-29,2026-11-29,Ativa
C09,C09-E0062,T02,Enterprise,2025-11-30,,Ativa
C09,C09-E0030,T02,Professional,2025-12-30,2026-12-30,Ativa
C09,C09-E0317,T02,Standard,2025-12-24,,Ativa
C09,C09-E0040,T02,Standard,2025-11-28,2026-11-28,Ativa
C09,C09-E0152,T02,Enterprise,2025-12-15,,Ativa
C09,C09-E0124,T02,Standard,2025-11-12,,Ativa
C09,C09-E0072,T02,Enterprise,2025-12-16,,Ativa
C09,C09-E0129,T02,Enterprise,2025-11-14,,Ativa
C09,C09-E0136,T02,Professional,2025-11-23,,Ativa
C09,C09-E0167,T02,Enterprise,2025-12-06,2026-12-06,Ativa
C09,C09-E0045,T02,Enterprise,2025-12-14,2026-12-14,Ativa
C09,C09-E0215,T02,Enterprise,2025-12-24,,Ativa
C09,C09-E0186,T02,Professional,2025-11-26,2026-11-26,Ativa
C09,C09-E0085,T02,Enterprise,2025-12-02,2026-12-02,Ativa
C09,C09-E0224,T02,Enterprise,2025-12-05,,Ativa
C09,C09-E0233,T02,Professional,2025-11-23,2026-11-23,Ativa
C09,C09-E0206,T02,Professional,2025-11-30,2026-11-30,Ativa
C09,C09-E0150,T02,Enterprise,2025-12-06,2026-12-06,Ativa
C09,C09-E0187,T02,Professional,2025-12-29,2026-12-29,Ativa
C09,C09-E0029,T02,Standard,2025-12-24,2026-12-24,Revogada
C09,C09-E0273,T02,Standard,2026-01-02,2027-01-02,Ativa
C09,C09-E0191,T02,Enterprise,2025-12-11,,Ativa
C09,C09-E0032,T02,Standard,2025-12-26,,Ativa
C09,C09-E0128,T02,Standard,2025-11-19,2026-11-19,Ativa
C09,C09-E0106,T02,Professional,2025-12-08,2026-12-08,Ativa
C09,C09-E0336,T02,Standard,2025-12-27,2026-12-27,Ativa
C09,C09-E0133,T02,Enterprise,2025-12-07,,Ativa
C09,C09-E0142,T02,Standard,2025-12-05,2026-12-05,Ativa
C09,C09-E0328,T02,Standard,2025-12-08,2026-12-08,Ativa
C09,C09-E0245,T02,Standard,2025-11-30,,Revogada
C09,C09-E0057,T02,Enterprise,2025-12-05,,Ativa
C09,C09-E0202,T02,Professional,2025-12-12,,Ativa
C09,C09-E0307,T02,Professional,2025-12-24,2026-12-24,Ativa
