employee_id,company_id,department_id,job_role,seniority,hire_date,cost_center,active
C09-E0028,C09,C09-D01,Supervisor(a) de Producao,Pleno,2023-11-28,CC-C09-D01,True
C09-E0029,C09,C09-D01,Tecnico(a) de Producao,Senior,2025-10-08,CC-C09-D01,True
C09-E0030,C09,C09-D07,Analista de Contas a Pagar,Junior,2025-05-11,CC-C09-D07,True
C09-E0031,C09,C09-D09,Suporte Tecnico,Senior,2021-08-01,CC-C09-D09,False
C09-E0032,C09,C09-D01,Tecnico(a) de Producao,Junior,2023-11-23,CC-C09-D01,True
C09-E0033,C09,C09-D01,Supervisor(a) de Producao,Pleno,2021-10-01,CC-C09-D01,True
C09-E0034,C09,C09-D01,Tecnico(a) de Producao,Junior,2021-02-13,CC-C09-D01,True
C09-E0035,C09,C09-D05,Analista de Compras,Senior,2023-06-12,CC-C09-D05,False
C09-E0036,C09,C09-D06,Analista Comercial,Pleno,2026-01-20,CC-C09-D06,True
C09-E0037,C09,C09-D01,Tecnico(a) de Producao,Especialista,2021-08-17,CC-C09-D01,True
C09-E0038,C09,C09-D01,Tecnico(a) de Producao,Pleno,2024-10-16,CC-C09-D01,False
C09-E0039,C09,C09-D06,Analista Comercial,Pleno,2024-07-03,CC-C09-D06,True
C09-E0040,C09,C09-D04,Analista de Qualidade,Pleno,2024-01-26,CC-C09-D04,True
C09-E0041,C09,C09-D01,Operador(a) de Producao,Pleno,2025-12-19,CC-C09-D01,False
C09-E0042,C09,C09-D04,Engenheiro(a) de Qualidade,Pleno,2024-03-06,CC-C09-D04,True
C09-E0043,C09,C09-D01,Tecnico(a) de Producao,Senior,2025-04-15,CC-C09-D01,True
C09-E0044,C09,C09-D02,Engenheiro(a) de Manutencao,Especialista,2024-04-28,CC-C09-D02,True
C09-E0045,C09,C09-D06,Executivo(a) de Contas,Pleno,2025-06-20,CC-C09-D06,True
C09-E0046,C09,C09-D06,Analista Comercial,Senior,2023-01-08,CC-C09-D06,True
C09-E0047,C09,C09-D02,Engenheiro(a) de Manutencao,Pleno,2020-08-13,CC-C09-D02,False
C09-E0048,C09,C09-D09,Analista de TI,Senior,2021-09-15,CC-C09-D09,False
C09-E0049,C09,C09-D02,Engenheiro(a) de Manutencao,Pleno,2025-03-08,CC-C09-D02,True
C09-E0050,C09,C09-D06,Executivo(a) de Contas,Junior,2025-04-27,CC-C09-D06,True
C09-E0051,C09,C09-D03,Analista de Logistica,Senior,2021-09-16,CC-C09-D03,False
C09-E0052,C09,C09-D08,Recrutador(a),Pleno,2022-08-03,CC-C09-D08,True
C09-E0053,C09,C09-D08,Business Partner de RH,Senior,2023-12-20,CC-C09-D08,True
C09-E0054,C09,C09-D01,Tecnico(a) de Producao,Senior,2022-09-13,CC-C09-D01,False
C09-E0055,C09,C09-D08,Analista de RH,Junior,2023-05-10,CC-C09-D08,True
C09-E0056,C09,C09-D06,Coordenador(a) Comercial,Pleno,2021-12-09,CC-C09-D06,True
C09-E0057,C09,C09-D06,Analista Comercial,Pleno,2023-10-12,CC-C09-D06,False
C09-E0058,C09,C09-D01,Supervisor(a) de Producao,Pleno,2023-06-07,CC-C09-D01,True
C09-E0059,C09,C09-D06,Executivo(a) de Contas,Junior,2022-08-28,CC-C09-D06,False
C09-E0060,C09,C09-D07,Controller Junior,Junior,2022-12-16,CC-C09-D07,True
C09-E0061,C09,C09-D01,Supervisor(a) de Producao,Junior,2025-05-05,CC-C09-D01,True
C09-E0062,C09,C09-D09,Administrador(a) de Sistemas,Senior,2025-05-12,CC-C09-D09,True
C09-E0063,C09,C09-D01,Tecnico(a) de Producao,Senior,2023-08-19,CC-C09-D01,True
C09-E0064,C09,C09-D01,Supervisor(a) de Producao,Senior,2024-08-09,CC-C09-D01,True
C09-E0065,C09,C09-D03,Analista de Logistica,Junior,2024-05-03,CC-C09-D03,True
C09-E0066,C09,C09-D03,Coordenador(a) de Logistica,Junior,2021-01-04,CC-C09-D03,False
C09-E0067,C09,C09-D04,Engenheiro(a) de Qualidade,Senior,2021-07-06,CC-C09-D04,True
C09-E0068,C09,C09-D01,Operador(a) de Producao,Especialista,2025-09-30,CC-C09-D01,True
C09-E0069,C09,C09-D09,Analista de Infraestrutura,Junior,2024-12-03,CC-C09-D09,True
C09-E0070,C09,C09-D01,Tecnico(a) de Producao,Junior,2026-02-13,CC-C09-D01,True
C09-E0071,C09,C09-D01,Operador(a) de Producao,Junior,2025-10-18,CC-C09-D01,True
C09-E0072,C09,C09-D01,Supervisor(a) de Producao,Junior,2025-11-16,CC-C09-D01,True
C09-E0073,C09,C09-D03,Analista de Logistica,Pleno,2023-05-16,CC-C09-D03,True
C09-E0074,C09,C09-D08,Business Partner de RH,Senior,2023-04-14,CC-C09-D08,False
C09-E0075,C09,C09-D04,Analista de Qualidade,Pleno,2026-02-06,CC-C09-D04,True
C09-E0076,C09,C09-D06,Analista Comercial,Senior,2022-10-14,CC-C09-D06,True
C09-E0077,C09,C09-D01,Supervisor(a) de Producao,Pleno,2022-07-10,CC-C09-D01,True
C09-E0078,C09,C09-D03,Coordenador(a) de Logistica,Pleno,2025-06-06,CC-C09-D03,True
C09-E0079,C09,C09-D02,Engenheiro(a) de Manutencao,Especialista,2025-11-02,CC-C09-D02,True
C09-E0080,C09,C09-D03,Analista de Logistica,Pleno,2023-12-18,CC-C09-D03,True
C09-E0081,C09,C09-D01,Tecnico(a) de Producao,Senior,2024-12-15,CC-C09-D01,True
C09-E0082,C09,C09-D05,Comprador(a) Tecnico(a),Senior,2023-03-28,CC-C09-D05,True
C09-E0083,C09,C09-D03,Analista de Logistica,Junior,2021-02-16,CC-C09-D03,False
C09-E0084,C09,C09-D06,Coordenador(a) Comercial,Pleno,2024-07-02,CC-C09-D06,True
C09-E0085,C09,C09-D03,Analista de Logistica,Junior,2023-12-08,CC-C09-D03,True
C09-E0086,C09,C09-D01,Supervisor(a) de Producao,Senior,2022-02-13,CC-C09-D01,True
C09-E0087,C09,C09-D04,Engenheiro(a) de Qualidade,Junior,2021-09-10,CC-C09-D04,True
C09-E0088,C09,C09-D01,Supervisor(a) de Producao,Pleno,2021-04-18,CC-C09-D01,True
C09-E0089,C09,C09-D07,Controller Junior,Pleno,2023-01-21,CC-C09-D07,True
C09-E0090,C09,C09-D04,Engenheiro(a) de Qualidade,Senior,2022-11-02,CC-C09-D04,True
C09-E0091,C09,C09-D01,Tecnico(a) de Producao,Senior,2022-05-27,CC-C09-D01,True
C09-E0092,C09,C09-D09,Suporte Tecnico,Senior,2022-12-20,CC-C09-D09,True
C09-E0093,C09,C09-D03,Coordenador(a) de Logistica,Pleno,2023-02-05,CC-C09-D03,True
C09-E0094,C09,C09-D01,Supervisor(a) de Producao,Pleno,2025-09-23,CC-C09-D01,True
C09-E0095,C09,C09-D04,Engenheiro(a) de Qualidade,Pleno,2022-10-19,CC-C09-D04,True
C09-E0096,C09,C09-D01,Supervisor(a) de Producao,Junior,2023-02-04,CC-C09-D01,True
C09-E0097,C09,C09-D06,Coordenador(a) Comercial,Junior,2023-10-01,CC-C09-D06,True
C09-E0098,C09,C09-D06,Coordenador(a) Comercial,Junior,2021-11-29,CC-C09-D06,True
C09-E0099,C09,C09-D09,Administrador(a) de Sistemas,Pleno,2026-02-27,CC-C09-D09,True
C09-E0100,C09,C09-D03,Coordenador(a) de Logistica,Pleno,2023-07-15,CC-C09-D03,True
C09-E0101,C09,C09-D02,Engenheiro(a) de Manutencao,Junior,2022-02-02,CC-C09-D02,True
C09-E0102,C09,C09-D06,Coordenador(a) Comercial,Junior,2024-04-25,CC-C09-D06,True
C09-E0103,C09,C09-D01,Tecnico(a) de Producao,Junior,2023-12-14,CC-C09-D01,True
C09-E0104,C09,C09-D03,Coordenador(a) de Logistica,Senior,2021-01-12,CC-C09-D03,True
C09-E0105,C09,C09-D03,Coordenador(a) de Logistica,Junior,2020-10-03,CC-C09-D03,True
C09-E0106,C09,C09-D01,Operador(a) de Producao,Senior,2021-05-27,CC-C09-D01,True
C09-E0107,C09,C09-D02,Tecnico(a) de Manutencao,Senior,2024-06-20,CC-C09-D02,True
C09-E0108,C09,C09-D07,Analista Financeiro,Senior,2021-12-17,CC-C09-D07,True
C09-E0109,C09,C09-D07,Analista de Contas a Pagar,Senior,2021-11-02,CC-C09-D07,True
C09-E0110,C09,C09-D01,Tecnico(a) de Producao,Especialista,2021-01-26,CC-C09-D01,True
C09-E0111,C09,C09-D01,Operador(a) de Producao,Especialista,2024-11-13,CC-C09-D01,True
C09-E0112,C09,C09-D01,Tecnico(a) de Producao,Senior,2021-03-25,CC-C09-D01,True
C09-E0113,C09,C09-D07,Controller Junior,Pleno,2022-04-11,CC-C09-D07,True
C09-E0114,C09,C09-D01,Supervisor(a) de Producao,Senior,2023-07-08,CC-C09-D01,True
C09-E0115,C09,C09-D05,Comprador(a) Tecnico(a),Junior,2025-11-04,CC-C09-D05,True
C09-E0116,C09,C09-D01,Tecnico(a) de Producao,Especialista,2022-11-11,CC-C09-D01,True
C09-E0117,C09,C09-D04,Analista de Qualidade,Pleno,2021-02-23,CC-C09-D04,False
C09-E0118,C09,C09-D02,Tecnico(a) de Manutencao,Pleno,2022-03-01,CC-C09-D02,False
C09-E0119,C09,C09-D06,Analista Comercial,Junior,2025-11-02,CC-C09-D06,False
C09-E0120,C09,C09-D01,Operador(a) de Producao,Pleno,2024-11-26,CC-C09-D01,True
C09-E0121,C09,C09-D04,Engenheiro(a) de Qualidade,Pleno,2021-11-08,CC-C09-D04,True
C09-E0122,C09,C09-D01,Supervisor(a) de Producao,Junior,2024-11-02,CC-C09-D01,True
C09-E0123,C09,C09-D05,Analista de Compras,Especialista,2021-09-30,CC-C09-D05,False
C09-E0124,C09,C09-D07,Controller Junior,Junior,2024-06-17,CC-C09-D07,True
C09-E0125,C09,C09-D01,Operador(a) de Producao,Junior,2026-05-23,CC-C09-D01,True
C09-E0126,C09,C09-D07,Analista Financeiro,Gerente,2021-11-06,CC-C09-D07,True
C09-E0127,C09,C09-D04,Analista de Qualidade,Pleno,2020-12-14,CC-C09-D04,True
C09-E0128,C09,C09-D01,Operador(a) de Producao,Especialista,2025-05-22,CC-C09-D01,True
C09-E0129,C09,C09-D02,Engenheiro(a) de Manutencao,Pleno,2021-12-02,CC-C09-D02,True
C09-E0130,C09,C09-D01,Supervisor(a) de Producao,Pleno,2022-02-22,,True
C09-E0131,C09,C09-D05,Analista de Compras,Pleno,2022-04-05,CC-C09-D05,True
C09-E0132,C09,C09-D06,Analista Comercial,Junior,2024-04-22,,True
C09-E0133,C09,C09-D01,Operador(a) de Producao,Senior,2022-08-08,CC-C09-D01,True
C09-E0134,C09,C09-D03,Analista de Logistica,Senior,2022-03-24,CC-C09-D03,True
C09-E0135,C09,C09-D06,Analista Comercial,Senior,2025-05-23,CC-C09-D06,True
C09-E0136,C09,C09-D08,Recrutador(a),Senior,2022-10-25,CC-C09-D08,True
C09-E0137,C09,C09-D03,Analista de Logistica,Pleno,2025-12-06,CC-C09-D03,False
C09-E0138,C09,C09-D09,Suporte Tecnico,Senior,2023-07-24,CC-C09-D09,True
C09-E0139,C09,C09-D03,Coordenador(a) de Logistica,Junior,2021-07-31,CC-C09-D03,True
C09-E0140,C09,C09-D02,Tecnico(a) de Manutencao,Junior,2022-08-08,CC-C09-D02,False
C09-E0141,C09,C09-D07,Controller Junior,Junior,2022-06-01,CC-C09-D07,True
C09-E0142,C09,C09-D03,Analista de Logistica,Pleno,2021-12-02,,True
C09-E0143,C09,C09-D03,Analista de Logistica,Especialista,2022-01-14,CC-C09-D03,True
C09-E0144,C09,C09-D03,Analista de Logistica,Especialista,2021-12-31,CC-C09-D03,True
C09-E0145,C09,C09-D07,Analista de Contas a Pagar,Especialista,2025-03-02,CC-C09-D07,False
C09-E0146,C09,C09-D07,Analista de Contas a Pagar,Pleno,2026-01-09,CC-C09-D07,True
C09-E0147,C09,C09-D02,Engenheiro(a) de Manutencao,Gerente,2021-10-16,CC-C09-D02,True
C09-E0148,C09,C09-D01,Operador(a) de Producao,Senior,2022-10-14,CC-C09-D01,True
C09-E0149,C09,C09-D03,Analista de Logistica,Junior,2026-03-23,CC-C09-D03,True
C09-E0150,C09,C09-D03,Analista de Logistica,Pleno,2021-10-08,CC-C09-D03,True
C09-E0151,C09,C09-D01,Operador(a) de Producao,Especialista,2023-01-18,CC-C09-D01,True
C09-E0152,C09,C09-D06,Coordenador(a) Comercial,Pleno,2024-09-22,CC-C09-D06,True
C09-E0153,C09,C09-D03,Analista de Logistica,Pleno,2023-01-25,CC-C09-D03,True
C09-E0154,C09,C09-D01,Operador(a) de Producao,Junior,2023-06-02,CC-C09-D01,True
C09-E0155,C09,C09-D01,Tecnico(a) de Producao,Junior,2024-11-27,CC-C09-D01,True
C09-E0156,C09,C09-D01,Operador(a) de Producao,Pleno,2020-09-15,CC-C09-D01,False
C09-E0157,C09,C09-D09,Analista de TI,Junior,2023-04-11,CC-C09-D09,True
C09-E0158,C09,C09-D01,Operador(a) de Producao,Pleno,2020-11-11,CC-C09-D01,True
C09-E0159,C09,C09-D01,Operador(a) de Producao,Junior,2023-06-30,CC-C09-D01,True
C09-E0160,C09,C09-D02,Tecnico(a) de Manutencao,Pleno,2022-06-06,CC-C09-D02,True
C09-E0161,C09,C09-D01,Supervisor(a) de Producao,Senior,2025-03-20,CC-C09-D01,True
C09-E0162,C09,C09-D01,Supervisor(a) de Producao,Especialista,2021-01-04,CC-C09-D01,True
C09-E0163,C09,C09-D01,Supervisor(a) de Producao,Senior,2024-04-05,CC-C09-D01,True
C09-E0164,C09,C09-D03,Analista de Logistica,Senior,2022-05-08,CC-C09-D03,True
C09-E0165,C09,C09-D03,Analista de Logistica,Senior,2021-06-07,CC-C09-D03,True
C09-E0166,C09,C09-D02,Engenheiro(a) de Manutencao,Senior,2025-04-12,CC-C09-D02,True
C09-E0167,C09,C09-D02,Tecnico(a) de Manutencao,Junior,2025-04-23,CC-C09-D02,True
C09-E0168,C09,C09-D09,Administrador(a) de Sistemas,Senior,2023-07-22,CC-C09-D09,False
C09-E0169,C09,C09-D02,Engenheiro(a) de Manutencao,Pleno,2023-06-26,CC-C09-D02,False
C09-E0170,C09,C09-D01,Operador(a) de Producao,Senior,2021-07-22,CC-C09-D01,True
C09-E0171,C09,C09-D01,Operador(a) de Producao,Pleno,2023-03-09,CC-C09-D01,True
C09-E0172,C09,C09-D02,Engenheiro(a) de Manutencao,Pleno,2021-09-01,CC-C09-D02,True
C09-E0173,C09,C09-D06,Executivo(a) de Contas,Senior,2021-05-05,CC-C09-D06,True
C09-E0174,C09,C09-D01,Operador(a) de Producao,Senior,2026-01-23,CC-C09-D01,True
C09-E0175,C09,C09-D05,Analista de Compras,Pleno,2022-10-04,CC-C09-D05,True
C09-E0176,C09,C09-D01,Supervisor(a) de Producao,Especialista,2020-10-04,CC-C09-D01,True
C09-E0177,C09,C09-D02,Tecnico(a) de Manutencao,Especialista,2024-01-10,CC-C09-D02,True
C09-E0178,C09,C09-D06,Executivo(a) de Contas,Senior,2025-06-23,CC-C09-D06,True
C09-E0179,C09,C09-D01,Supervisor(a) de Producao,Pleno,2023-05-25,CC-C09-D01,True
C09-E0180,C09,C09-D03,Coordenador(a) de Logistica,Junior,2021-09-18,CC-C09-D03,True
C09-E0181,C09,C09-D01,Operador(a) de Producao,Senior,2025-06-25,CC-C09-D01,True
C09-E0182,C09,C09-D06,Coordenador(a) Comercial,Pleno,2025-10-14,CC-C09-D06,True
C09-E0183,C09,C09-D01,Operador(a) de Producao,Senior,2025-07-14,CC-C09-D01,True
C09-E0184,C09,C09-D07,Analista de Contas a Pagar,Pleno,2021-01-11,CC-C09-D07,True
C09-E0185,C09,C09-D01,Tecnico(a) de Producao,Pleno,2021-07-13,CC-C09-D01,True
C09-E0186,C09,C09-D07,Controller Junior,Junior,2022-06-04,CC-C09-D07,True
C09-E0187,C09,C09-D02,Tecnico(a) de Manutencao,Senior,2023-05-29,CC-C09-D02,True
C09-E0188,C09,C09-D05,Analista de Compras,Especialista,2021-02-20,CC-C09-D05,True
C09-E0189,C09,C09-D01,Operador(a) de Producao,Junior,2025-09-25,CC-C09-D01,True
C09-E0190,C09,C09-D08,Business Partner de RH,Especialista,2026-01-17,CC-C09-D08,True
C09-E0191,C09,C09-D01,Tecnico(a) de Producao,Junior,2023-12-07,CC-C09-D01,True
C09-E0192,C09,C09-D01,Tecnico(a) de Producao,Especialista,2021-03-21,CC-C09-D01,True
C09-E0193,C09,C09-D03,Analista de Logistica,Senior,2023-09-09,CC-C09-D03,True
C09-E0194,C09,C09-D01,Operador(a) de Producao,Junior,2021-01-15,CC-C09-D01,True
C09-E0195,C09,C09-D01,Tecnico(a) de Producao,Pleno,2022-02-16,CC-C09-D01,True
C09-E0196,C09,C09-D09,Analista de TI,Pleno,2026-04-25,CC-C09-D09,True
C09-E0197,C09,C09-D09,Administrador(a) de Sistemas,Senior,2023-04-13,CC-C09-D09,True
C09-E0198,C09,C09-D02,Engenheiro(a) de Manutencao,Senior,2021-03-29,CC-C09-D02,True
C09-E0199,C09,C09-D08,Business Partner de RH,Pleno,2022-11-06,CC-C09-D08,True
C09-E0200,C09,C09-D03,Coordenador(a) de Logistica,Pleno,2025-11-17,CC-C09-D03,True
C09-E0201,C09,C09-D01,Tecnico(a) de Producao,Junior,2022-03-14,CC-C09-D01,True
C09-E0202,C09,C09-D05,Analista de Compras,Junior,2025-07-24,CC-C09-D05,True
C09-E0203,C09,C09-D04,Engenheiro(a) de Qualidade,Pleno,2025-06-16,CC-C09-D04,True
C09-E0204,C09,C09-D09,Analista de Infraestrutura,Pleno,2022-11-25,CC-C09-D09,True
C09-E0205,C09,C09-D01,Supervisor(a) de Producao,Junior,2026-03-31,CC-C09-D01,True
C09-E0206,C09,C09-D05,Comprador(a) Tecnico(a),Pleno,2026-01-16,CC-C09-D05,True
C09-E0207,C09,C09-D01,Operador(a) de Producao,Pleno,2025-06-04,CC-C09-D01,True
C09-E0208,C09,C09-D01,Tecnico(a) de Producao,Pleno,2023-01-11,CC-C09-D01,True
C09-E0209,C09,C09-D01,Tecnico(a) de Producao,Junior,2024-02-15,CC-C09-D01,True
C09-E0210,C09,C09-D09,Analista de Infraestrutura,Senior,2020-10-14,CC-C09-D09,True
C09-E0211,C09,C09-D06,Executivo(a) de Contas,Junior,2023-12-11,CC-C09-D06,True
C09-E0212,C09,C09-D06,Analista Comercial,Senior,2022-12-22,CC-C09-D06,True
C09-E0213,C09,C09-D03,Coordenador(a) de Logistica,Pleno,2022-05-15,CC-C09-D03,True
C09-E0214,C09,C09-D01,Operador(a) de Producao,Pleno,2025-05-08,CC-C09-D01,True
C09-E0215,C09,C09-D01,Operador(a) de Producao,Pleno,2026-06-03,CC-C09-D01,True
C09-E0216,C09,C09-D01,Tecnico(a) de Producao,Senior,2020-09-15,CC-C09-D01,True
C09-E0217,C09,C09-D02,Engenheiro(a) de Manutencao,Pleno,2025-04-02,CC-C09-D02,True
C09-E0218,C09,C09-D06,Executivo(a) de Contas,Pleno,2020-12-03,CC-C09-D06,True
C09-E0219,C09,C09-D03,Coordenador(a) de Logistica,Pleno,2025-03-30,CC-C09-D03,False
C09-E0220,C09,C09-D01,Operador(a) de Producao,Junior,2024-05-04,CC-C09-D01,True
C09-E0221,C09,C09-D01,Supervisor(a) de Producao,Senior,2024-11-27,CC-C09-D01,True
C09-E0222,C09,C09-D01,Operador(a) de Producao,Pleno,2022-08-27,CC-C09-D01,True
C09-E0223,C09,C09-D02,Engenheiro(a) de Manutencao,Pleno,2025-12-03,CC-C09-D02,True
C09-E0224,C09,C09-D08,Recrutador(a),Junior,2025-01-23,CC-C09-D08,True
C09-E0225,C09,C09-D04,Engenheiro(a) de Qualidade,Especialista,2023-07-21,CC-C09-D04,True
C09-E0226,C09,C09-D06,Coordenador(a) Comercial,Especialista,2025-05-12,CC-C09-D06,True
C09-E0227,C09,C09-D02,Tecnico(a) de Manutencao,Pleno,2025-11-25,CC-C09-D02,True
C09-E0228,C09,C09-D02,Engenheiro(a) de Manutencao,Junior,2021-01-10,CC-C09-D02,True
C09-E0229,C09,C09-D01,Operador(a) de Producao,Pleno,2024-06-30,CC-C09-D01,True
C09-E0230,C09,C09-D07,Analista Financeiro,Especialista,2025-07-14,CC-C09-D07,True
C09-E0231,C09,C09-D06,Coordenador(a) Comercial,Pleno,2022-11-01,CC-C09-D06,True
C09-E0232,C09,C09-D01,Supervisor(a) de Producao,Junior,2021-10-01,CC-C09-D01,True
C09-E0233,C09,C09-D03,Analista de Logistica,Pleno,2023-05-18,CC-C09-D03,True
C09-E0234,C09,C09-D03,Coordenador(a) de Logistica,Senior,2020-09-03,CC-C09-D03,True
C09-E0235,C09,C09-D04,Analista de Qualidade,Pleno,2024-11-23,CC-C09-D04,True
C09-E0236,C09,C09-D09,Suporte Tecnico,Junior,2022-12-04,CC-C09-D09,True
C09-E0237,C09,C09-D03,Analista de Logistica,Especialista,2024-12-27,CC-C09-D03,True
C09-E0238,C09,C09-D03,Coordenador(a) de Logistica,Junior,2022-07-28,CC-C09-D03,True
C09-E0239,C09,C09-D01,Operador(a) de Producao,Pleno,2024-06-13,CC-C09-D01,True
C09-E0240,C09,C09-D01,Tecnico(a) de Producao,Senior,2022-07-18,CC-C09-D01,True
C09-E0241,C09,C09-D01,Operador(a) de Producao,Pleno,2022-06-30,CC-C09-D01,True
C09-E0242,C09,C09-D01,Tecnico(a) de Producao,Senior,2022-12-01,CC-C09-D01,True
C09-E0243,C09,C09-D06,Coordenador(a) Comercial,Especialista,2023-10-11,CC-C09-D06,True
C09-E0244,C09,C09-D05,Comprador(a) Tecnico(a),Pleno,2021-09-15,CC-C09-D05,True
C09-E0245,C09,C09-D01,Tecnico(a) de Producao,Pleno,2025-04-01,CC-C09-D01,True
C09-E0246,C09,C09-D07,Analista Financeiro,Especialista,2025-10-26,CC-C09-D07,True
C09-E0247,C09,C09-D01,Operador(a) de Producao,Junior,2023-06-14,CC-C09-D01,True
C09-E0248,C09,C09-D01,Operador(a) de Producao,Junior,2023-03-26,CC-C09-D01,True
C09-E0249,C09,C09-D01,Operador(a) de Producao,Senior,2021-05-29,CC-C09-D01,True
C09-E0250,C09,C09-D02,Engenheiro(a) de Manutencao,Junior,2024-02-27,CC-C09-D02,True
C09-E0251,C09,C09-D01,Operador(a) de Producao,Pleno,2022-06-03,CC-C09-D01,True
C09-E0252,C09,C09-D03,Analista de Logistica,Junior,2023-12-06,CC-C09-D03,False
C09-E0253,C09,C09-D02,Engenheiro(a) de Manutencao,Senior,2024-10-13,CC-C09-D02,True
C09-E0254,C09,C09-D09,Suporte Tecnico,Junior,2025-12-01,CC-C09-D09,True
C09-E0255,C09,C09-D01,Supervisor(a) de Producao,Senior,2023-10-12,CC-C09-D01,True
C09-E0256,C09,C09-D01,Tecnico(a) de Producao,Especialista,2024-05-12,CC-C09-D01,True
C09-E0257,C09,C09-D01,Operador(a) de Producao,Junior,2026-04-19,CC-C09-D01,True
C09-E0258,C09,C09-D04,Analista de Qualidade,Especialista,2022-08-21,CC-C09-D04,True
C09-E0259,C09,C09-D01,Supervisor(a) de Producao,Pleno,2023-12-01,CC-C09-D01,True
C09-E0260,C09,C09-D07,Analista de Contas a Pagar,Senior,2022-02-19,CC-C09-D07,False
C09-E0261,C09,C09-D03,Analista de Logistica,Junior,2024-04-10,CC-C09-D03,True
C09-E0262,C09,C09-D03,Analista de Logistica,Gerente,2022-04-15,CC-C09-D03,False
C09-E0263,C09,C09-D03,Analista de Logistica,Especialista,2021-12-29,CC-C09-D03,True
C09-E0264,C09,C09-D01,Supervisor(a) de Producao,Pleno,2025-12-27,CC-C09-D01,True
C09-E0265,C09,C09-D01,Tecnico(a) de Producao,Pleno,2023-06-25,CC-C09-D01,True
C09-E0266,C09,C09-D01,Tecnico(a) de Producao,Junior,2023-08-02,,True
C09-E0267,C09,C09-D04,Engenheiro(a) de Qualidade,Junior,2024-09-15,CC-C09-D04,True
C09-E0268,C09,C09-D01,Supervisor(a) de Producao,Pleno,2025-11-15,CC-C09-D01,True
C09-E0269,C09,C09-D01,Tecnico(a) de Producao,Pleno,2023-01-25,CC-C09-D01,True
C09-E0270,C09,C09-D09,Suporte Tecnico,Pleno,2025-08-17,CC-C09-D09,True
C09-E0271,C09,C09-D01,Supervisor(a) de Producao,Junior,2023-12-24,CC-C09-D01,True
C09-E0272,C09,C09-D06,Coordenador(a) Comercial,Junior,2025-09-05,CC-C09-D06,True
C09-E0273,C09,C09-D06,Executivo(a) de Contas,Junior,2021-10-12,CC-C09-D06,True
C09-E0274,C09,C09-D01,Supervisor(a) de Producao,Pleno,2025-05-31,CC-C09-D01,True
C09-E0275,C09,C09-D01,Operador(a) de Producao,Gerente,2022-05-25,CC-C09-D01,True
C09-E0276,C09,C09-D01,Supervisor(a) de Producao,Junior,2023-02-25,CC-C09-D01,True
C09-E0277,C09,C09-D05,Comprador(a) Tecnico(a),Pleno,2026-05-06,CC-C09-D05,True
C09-E0278,C09,C09-D04,Engenheiro(a) de Qualidade,Pleno,2021-06-12,CC-C09-D04,True
C09-E0279,C09,C09-D06,Coordenador(a) Comercial,Pleno,2023-09-17,CC-C09-D06,True
C09-E0280,C09,C09-D08,Recrutador(a),Pleno,2022-11-05,CC-C09-D08,True
C09-E0281,C09,C09-D05,Analista de Compras,Junior,2022-02-12,CC-C09-D05,True
C09-E0282,C09,C09-D01,Tecnico(a) de Producao,Junior,2023-04-10,CC-C09-D01,True
C09-E0283,C09,C09-D01,Tecnico(a) de Producao,Junior,2022-03-29,CC-C09-D01,True
C09-E0284,C09,C09-D07,Analista de Contas a Pagar,Pleno,2021-06-12,CC-C09-D07,True
C09-E0285,C09,C09-D01,Supervisor(a) de Producao,Junior,2024-04-14,CC-C09-D01,True
C09-E0286,C09,C09-D01,Operador(a) de Producao,Especialista,2020-10-19,CC-C09-D01,False
C09-E0287,C09,C09-D05,Analista de Compras,Pleno,2025-09-16,CC-C09-D05,True
C09-E0288,C09,C09-D02,Tecnico(a) de Manutencao,Especialista,2021-04-07,CC-C09-D02,True
C09-E0289,C09,C09-D08,Analista de RH,Pleno,2024-02-20,CC-C09-D08,True
C09-E0290,C09,C09-D04,Engenheiro(a) de Qualidade,Senior,2022-06-28,CC-C09-D04,True
C09-E0291,C09,C09-D01,Operador(a) de Producao,Pleno,2024-09-20,CC-C09-D01,True
C09-E0292,C09,C09-D09,Suporte Tecnico,Especialista,2025-11-26,CC-C09-D09,True
C09-E0293,C09,C09-D01,Operador(a) de Producao,Junior,2024-06-12,CC-C09-D01,True
C09-E0294,C09,C09-D01,Tecnico(a) de Producao,Pleno,2025-08-27,CC-C09-D01,False
C09-E0295,C09,C09-D02,Tecnico(a) de Manutencao,Senior,2021-01-03,CC-C09-D02,True
C09-E0296,C09,C09-D01,Supervisor(a) de Producao,Senior,2023-08-03,CC-C09-D01,True
C09-E0297,C09,C09-D03,Coordenador(a) de Logistica,Senior,2024-05-05,,True
C09-E0298,C09,C09-D01,Tecnico(a) de Producao,Junior,2025-02-12,CC-C09-D01,True
C09-E0299,C09,C09-D02,Tecnico(a) de Manutencao,Especialista,2021-11-16,CC-C09-D02,True
C09-E0300,C09,C09-D02,Tecnico(a) de Manutencao,Senior,2022-03-09,CC-C09-D02,False
C09-E0301,C09,C09-D06,Analista Comercial,Junior,2020-10-21,CC-C09-D06,True
C09-E0302,C09,C09-D06,Coordenador(a) Comercial,Senior,2024-06-04,CC-C09-D06,True
C09-E0303,C09,C09-D01,Supervisor(a) de Producao,Pleno,2021-07-15,CC-C09-D01,True
C09-E0304,C09,C09-D02,Tecnico(a) de Manutencao,Pleno,2021-02-16,CC-C09-D02,True
