build_id,project_id,timestamp,status,duration,tests_executed,tests_failed
BLD-C01-P05-007795,C01-P05,2026-02-08 20:37:19,Sucesso,324,35,1
BLD-C01-P05-007796,C01-P05,2026-02-06 07:29:33,Sucesso,264,116,0
BLD-C01-P05-007797,C01-P05,2026-02-01 18:42:12,Sucesso,39,534,0
BLD-C01-P05-007798,C01-P05,2026-02-19 15:29:25,Falha,100,375,3
BLD-C01-P05-007799,C01-P05,2026-02-12 17:21:25,Sucesso,189,242,0
BLD-C01-P05-007800,C01-P05,2026-02-06 11:27:06,Sucesso,145,627,0
BLD-C01-P05-007801,C01-P05,2026-02-04 21:13:26,Sucesso,508,682,0
BLD-C01-P05-007802,C01-P05,2026-02-08 11:46:01,Sucesso,324,562,0
BLD-C01-P05-007803,C01-P05,2026-02-04 14:43:21,Falha,394,103,2
BLD-C01-P05-007804,C01-P05,2026-02-23 16:15:43,Sucesso,248,774,0
BLD-C01-P05-007805,C01-P05,2026-02-20 08:50:44,Falha,426,660,6
BLD-C01-P05-007806,C01-P05,2026-02-14 15:16:48,Sucesso,353,355,1
BLD-C01-P05-007807,C01-P05,2026-02-15 07:17:35,Sucesso,351,309,0
BLD-C01-P05-007808,C01-P05,2026-02-17 07:17:24,Sucesso,278,522,0
BLD-C01-P05-007809,C01-P05,2026-02-02 20:46:12,Sucesso,162,501,0
BLD-C01-P05-007810,C01-P05,2026-02-16 08:52:12,Sucesso,190,435,2
BLD-C01-P05-007811,C01-P05,2026-02-15 11:12:20,Sucesso,427,455,0
BLD-C01-P05-007812,C01-P05,2026-02-13 11:01:28,Falha,194,270,15
BLD-C01-P05-007813,C01-P05,2026-02-19 14:07:12,Sucesso,429,76,0
BLD-C01-P05-007814,C01-P05,2026-02-23 12:45:56,Sucesso,288,577,0
BLD-C01-P05-007815,C01-P05,2026-02-20 18:29:19,Sucesso,389,250,0
BLD-C01-P05-007816,C01-P05,2026-02-24 15:38:54,Sucesso,116,84,0
BLD-C01-P05-007817,C01-P05,2026-02-12 18:06:43,Sucesso,457,701,0
BLD-C01-P05-007818,C01-P05,2026-02-01 20:54:11,Sucesso,519,376,0
BLD-C01-P05-007819,C01-P05,2026-02-23 17:04:36,Sucesso,419,209,0
BLD-C01-P05-007820,C01-P05,2026-02-09 21:04:37,Sucesso,517,436,0
BLD-C01-P05-007821,C01-P05,2026-02-25 20:11:33,Sucesso,118,10,0
BLD-C01-P05-007822,C01-P05,2026-02-28 11:04:59,Falha,231,611,1
BLD-C01-P05-007823,C01-P05,2026-02-15 18:51:51,Sucesso,90,524,0
BLD-C01-P05-007824,C01-P05,2026-02-22 20:43:55,Sucesso,315,471,0
BLD-C01-P05-007825,C01-P05,2026-02-03 08:46:37,Sucesso,691,589,0
BLD-C01-P05-007826,C01-P05,2026-02-04 10:46:25,Falha,499,792,1
BLD-C01-P05-007827,C01-P05,2026-02-17 21:24:34,Sucesso,314,409,0
BLD-C01-P05-007828,C01-P05,2026-02-15 20:58:19,Sucesso,337,668,0
BLD-C01-P05-007829,C01-P05,2026-02-10 10:00:22,Sucesso,51,481,0
BLD-C01-P05-007830,C01-P05,2026-02-09 07:06:06,Sucesso,552,10,0
BLD-C01-P05-007831,C01-P05,2026-02-16 11:30:57,Sucesso,426,407,0
BLD-C01-P05-007832,C01-P05,2026-02-22 09:01:54,Sucesso,233,779,0
BLD-C01-P05-007833,C01-P05,2026-02-16 17:01:47,Sucesso,525,374,0
BLD-C01-P05-007834,C01-P05,2026-02-04 16:17:01,Sucesso,241,341,0
BLD-C01-P05-007835,C01-P05,2026-02-17 09:14:29,Sucesso,478,208,0
BLD-C01-P05-007836,C01-P05,2026-02-24 14:21:49,Sucesso,389,380,1
BLD-C01-P05-007837,C01-P05,2026-02-20 15:50:47,Sucesso,180,539,0
BLD-C01-P05-007838,C01-P05,2026-02-13 10:27:02,Sucesso,626,509,0
BLD-C01-P05-007839,C01-P05,2026-02-06 09:18:13,Sucesso,137,858,0
BLD-C01-P05-007840,C01-P05,2026-02-09 17:15:33,Sucesso,192,407,0
BLD-C01-P05-007841,C01-P05,2026-02-02 19:18:01,Sucesso,481,322,0
BLD-C01-P05-007842,C01-P05,2026-02-12 10:56:48,Sucesso,96,493,0
BLD-C01-P05-007843,C01-P05,2026-02-18 21:28:52,Sucesso,150,534,0
BLD-C01-P05-007844,C01-P05,2026-02-25 07:05:31,Falha,520,504,2
BLD-C01-P05-007845,C01-P05,2026-02-13 09:58:37,Sucesso,420,624,1
BLD-C01-P05-007846,C01-P05,2026-02-06 10:40:40,Sucesso,128,812,0
BLD-C01-P05-007847,C01-P05,2026-02-17 14:27:41,Sucesso,172,377,0
BLD-C01-P05-007848,C01-P05,2026-02-19 13:20:03,Falha,613,238,5
BLD-C01-P05-007849,C01-P05,2026-02-11 20:57:37,Sucesso,326,582,0
BLD-C01-P05-007850,C01-P05,2026-02-03 20:57:26,Falha,101,447,9
BLD-C01-P05-007851,C01-P05,2026-02-21 08:19:42,Sucesso,356,634,0
BLD-C01-P05-007852,C01-P05,2026-02-07 13:51:43,Sucesso,20,568,0
BLD-C01-P05-007853,C01-P05,2026-02-06 10:42:55,Sucesso,131,224,0
BLD-C01-P05-007854,C01-P05,2026-02-08 08:00:58,Sucesso,348,427,0
BLD-C01-P05-007855,C01-P05,2026-02-05 16:34:40,Sucesso,356,305,0
BLD-C01-P05-007856,C01-P05,2026-02-26 17:07:53,Sucesso,295,521,0
BLD-C01-P05-007857,C01-P05,2026-02-11 14:50:55,Sucesso,41,596,0
BLD-C01-P05-007858,C01-P05,2026-02-23 10:02:56,Sucesso,541,516,0
BLD-C01-P05-007859,C01-P05,2026-02-13 17:48:20,Sucesso,20,472,0
BLD-C01-P05-007860,C01-P05,2026-02-09 20:56:07,Falha,378,10,3
BLD-C01-P05-007861,C01-P05,2026-02-12 11:04:49,Sucesso,123,280,0
BLD-C01-P05-007862,C01-P05,2026-02-17 17:19:30,Sucesso,252,165,0
BLD-C01-P05-007863,C01-P05,2026-02-25 09:36:17,Sucesso,363,354,1
BLD-C01-P05-007864,C01-P05,2026-02-08 21:38:36,Sucesso,464,252,0
BLD-C01-P05-007865,C01-P05,2026-02-21 18:14:15,Sucesso,348,442,0
BLD-C01-P05-007866,C01-P05,2026-02-02 17:21:49,Sucesso,449,524,0
BLD-C01-P05-007867,C01-P05,2026-02-25 14:09:26,Sucesso,313,485,0
BLD-C01-P05-007868,C01-P05,2026-02-19 21:46:35,Sucesso,359,567,0
BLD-C01-P05-007869,C01-P05,2026-02-16 12:09:15,Sucesso,44,271,0
BLD-C01-P05-007870,C01-P05,2026-02-22 19:50:53,Sucesso,431,90,0
BLD-C01-P05-007871,C01-P05,2026-02-07 18:57:00,Sucesso,628,771,0
BLD-C01-P05-007872,C01-P05,2026-02-25 10:48:50,Sucesso,69,775,0
BLD-C01-P05-007873,C01-P05,2026-02-22 15:24:41,Sucesso,451,358,0
BLD-C01-P05-007874,C01-P05,2026-02-19 21:53:57,Sucesso,336,615,0
BLD-C01-P05-007875,C01-P05,2026-02-23 21:45:09,Sucesso,624,703,0
BLD-C01-P05-007876,C01-P05,2026-02-17 08:55:32,Sucesso,272,189,0
BLD-C01-P05-007877,C01-P05,2026-02-11 20:35:53,Sucesso,223,455,0
BLD-C01-P05-007878,C01-P05,2026-02-14 19:37:50,Sucesso,482,517,0
BLD-C01-P05-007879,C01-P05,2026-02-21 19:24:51,Sucesso,197,479,0
BLD-C01-P05-007880,C01-P05,2026-02-19 21:52:22,Sucesso,284,751,2
BLD-C01-P05-007881,C01-P05,2026-02-09 07:27:44,Sucesso,540,166,0
BLD-C01-P05-007882,C01-P05,2026-02-25 20:03:40,Sucesso,299,647,0
BLD-C01-P05-007883,C01-P05,2026-02-01 07:11:15,Sucesso,325,846,0
BLD-C01-P05-007884,C01-P05,2026-03-27 11:18:53,Sucesso,279,497,0
BLD-C01-P05-007885,C01-P05,2026-03-01 11:25:33,Sucesso,327,722,0
BLD-C01-P05-007886,C01-P05,2026-03-21 17:50:01,Sucesso,313,166,0
BLD-C01-P05-007887,C01-P05,2026-03-18 10:29:37,Sucesso,528,528,0
BLD-C01-P05-007888,C01-P05,2026-03-25 19:34:30,Sucesso,249,299,0
BLD-C01-P05-007889,C01-P05,2026-03-16 07:54:05,Falha,217,281,5
BLD-C01-P05-007890,C01-P05,2026-03-07 09:12:09,Sucesso,251,176,0
BLD-C01-P05-007891,C01-P05,2026-03-05 19:54:09,Sucesso,557,552,0
BLD-C01-P05-007892,C01-P05,2026-03-12 13:11:03,Sucesso,421,403,1
BLD-C01-P05-007893,C01-P05,2026-03-22 13:28:18,Sucesso,20,412,1
BLD-C01-P05-007894,C01-P05,2026-03-03 09:33:52,Sucesso,463,342,0
BLD-C01-P05-007895,C01-P05,2026-03-11 13:28:13,Sucesso,86,766,0
BLD-C01-P05-007896,C01-P05,2026-03-15 21:26:16,Sucesso,346,192,0
BLD-C01-P05-007897,C01-P05,2026-03-25 21:49:53,Sucesso,32,731,0
BLD-C01-P05-007898,C01-P05,2026-03-17 15:45:19,Sucesso,530,358,0
BLD-C01-P05-007899,C01-P05,2026-03-24 17:58:02,Sucesso,358,408,0
BLD-C01-P05-007900,C01-P05,2026-03-13 08:29:12,Falha,150,573,1
BLD-C01-P05-007901,C01-P05,2026-03-09 20:43:29,Sucesso,348,443,0
BLD-C01-P05-007902,C01-P05,2026-03-20 11:17:43,Sucesso,367,83,0
BLD-C01-P05-007903,C01-P05,2026-03-31 07:08:42,Sucesso,246,335,0
BLD-C01-P05-007904,C01-P05,2026-03-19 08:02:00,Sucesso,597,313,0
BLD-C01-P05-007905,C01-P05,2026-03-08 13:49:46,Sucesso,446,445,0
BLD-C01-P05-007906,C01-P05,2026-03-06 17:50:55,Falha,393,297,1
BLD-C01-P05-007907,C01-P05,2026-03-17 12:28:17,Sucesso,20,197,0
BLD-C01-P05-007908,C01-P05,2026-03-08 10:33:07,Sucesso,441,452,0
BLD-C01-P05-007909,C01-P05,2026-03-10 12:52:52,Sucesso,318,304,0
BLD-C01-P05-007910,C01-P05,2026-03-31 10:29:35,Sucesso,397,819,0
BLD-C01-P05-007911,C01-P05,2026-03-08 19:21:11,Sucesso,494,464,0
BLD-C01-P05-007912,C01-P05,2026-03-09 16:11:34,Sucesso,175,250,0
BLD-C01-P05-007913,C01-P05,2026-03-27 11:15:13,Sucesso,481,439,0
BLD-C01-P05-007914,C01-P05,2026-03-08 18:48:32,Sucesso,140,261,0
BLD-C01-P05-007915,C01-P05,2026-03-18 18:48:24,Sucesso,321,556,0
BLD-C01-P05-007916,C01-P05,2026-03-04 11:41:54,Sucesso,411,251,1
BLD-C01-P05-007917,C01-P05,2026-03-03 09:36:27,Falha,337,771,13
BLD-C01-P05-007918,C01-P05,2026-03-05 08:32:15,Sucesso,420,445,0
BLD-C01-P05-007919,C01-P05,2026-03-26 19:31:42,Sucesso,295,447,0
BLD-C01-P05-007920,C01-P05,2026-03-17 21:16:42,Sucesso,298,154,0
BLD-C01-P05-007921,C01-P05,2026-03-24 20:53:53,Sucesso,20,257,0
BLD-C01-P05-007922,C01-P05,2026-03-06 07:39:24,Sucesso,466,458,0
BLD-C01-P05-007923,C01-P05,2026-03-30 12:32:27,Sucesso,20,693,0
BLD-C01-P05-007924,C01-P05,2026-03-12 08:30:44,Falha,593,93,10
BLD-C01-P05-007925,C01-P05,2026-03-28 21:29:20,Sucesso,517,91,0
BLD-C01-P05-007926,C01-P05,2026-03-28 17:12:44,Sucesso,236,434,0
BLD-C01-P05-007927,C01-P05,2026-03-11 13:31:30,Sucesso,247,388,0
BLD-C01-P05-007928,C01-P05,2026-03-25 16:52:51,Sucesso,192,316,0
BLD-C01-P05-007929,C01-P05,2026-03-26 08:21:24,Sucesso,277,169,0
BLD-C01-P05-007930,C01-P05,2026-03-25 11:22:33,Sucesso,463,423,0
BLD-C01-P05-007931,C01-P05,2026-03-04 08:06:30,Sucesso,360,660,0
BLD-C01-P05-007932,C01-P05,2026-03-03 10:02:43,Sucesso,396,379,0
BLD-C01-P05-007933,C01-P05,2026-03-25 14:46:25,Sucesso,451,423,0
BLD-C01-P05-007934,C01-P05,2026-03-30 14:14:43,Falha,233,593,5
BLD-C01-P05-007935,C01-P05,2026-03-09 20:16:33,Sucesso,358,362,0
BLD-C01-P05-007936,C01-P05,2026-03-30 09:08:43,Sucesso,214,758,0
BLD-C01-P05-007937,C01-P05,2026-03-09 14:52:03,Sucesso,306,242,0
BLD-C01-P05-007938,C01-P05,2026-03-23 21:16:15,Sucesso,293,437,0
BLD-C01-P05-007939,C01-P05,2026-03-11 14:27:47,Sucesso,418,584,0
BLD-C01-P05-007940,C01-P05,2026-03-25 20:56:59,Sucesso,161,233,0
BLD-C01-P05-007941,C01-P05,2026-03-31 09:19:40,Falha,480,745,1
BLD-C01-P05-007942,C01-P05,2026-03-20 16:40:21,Sucesso,437,420,0
BLD-C01-P05-007943,C01-P05,2026-03-12 15:00:01,Falha,353,519,1
BLD-C01-P05-007944,C01-P05,2026-03-25 09:04:24,Sucesso,221,245,0
BLD-C01-P05-007945,C01-P05,2026-03-07 08:49:57,Sucesso,352,487,0
BLD-C01-P05-007946,C01-P05,2026-03-25 13:08:17,Sucesso,290,295,0
BLD-C01-P05-007947,C01-P05,2026-03-25 20:44:23,Sucesso,38,144,0
BLD-C01-P05-007948,C01-P05,2026-03-15 09:42:27,Falha,341,464,3
BLD-C01-P05-007949,C01-P05,2026-03-05 07:56:39,Sucesso,368,279,0
BLD-C01-P05-007950,C01-P05,2026-03-16 08:23:36,Falha,360,455,7
BLD-C01-P05-007951,C01-P05,2026-03-07 17:33:50,Sucesso,189,274,0
BLD-C01-P05-007952,C01-P05,2026-03-07 15:49:23,Sucesso,276,312,0
BLD-C01-P05-007953,C01-P05,2026-03-03 11:38:45,Sucesso,434,389,0
BLD-C01-P05-007954,C01-P05,2026-03-16 19:51:59,Falha,378,581,9
BLD-C01-P05-007955,C01-P05,2026-03-13 11:16:23,Sucesso,593,634,1
BLD-C01-P05-007956,C01-P05,2026-03-26 10:48:03,Sucesso,352,332,0
BLD-C01-P05-007957,C01-P05,2026-03-17 08:57:55,Sucesso,150,383,0
BLD-C01-P05-007958,C01-P05,2026-03-13 15:38:20,Sucesso,488,85,0
BLD-C01-P05-007959,C01-P05,2026-03-15 10:53:50,Falha,394,677,14
BLD-C01-P05-007960,C01-P05,2026-03-21 20:36:40,Falha,279,643,7
BLD-C01-P05-007961,C01-P05,2026-03-17 07:54:44,Sucesso,347,335,0
BLD-C01-P05-007962,C01-P05,2026-03-03 17:33:18,Sucesso,254,711,0
BLD-C01-P05-007963,C01-P05,2026-03-02 13:32:36,Falha,307,10,1
BLD-C01-P05-007964,C01-P05,2026-03-07 09:17:14,Sucesso,250,493,0
BLD-C01-P05-007965,C01-P05,2026-03-24 12:10:22,Sucesso,526,159,0
BLD-C01-P05-007966,C01-P05,2026-03-16 19:56:02,Sucesso,208,430,0
BLD-C01-P05-007967,C01-P05,2026-03-11 08:12:49,Sucesso,380,631,0
BLD-C01-P05-007968,C01-P05,2026-03-01 08:42:00,Sucesso,307,25,0
BLD-C01-P05-007969,C01-P05,2026-03-18 18:32:29,Sucesso,419,484,0
BLD-C01-P05-007970,C01-P05,2026-03-04 21:57:31,Sucesso,370,113,1
BLD-C01-P05-007971,C01-P05,2026-03-04 11:43:59,Sucesso,229,711,0
BLD-C01-P05-007972,C01-P05,2026-03-11 14:31:57,Sucesso,474,786,0
BLD-C01-P05-007973,C01-P05,2026-03-31 21:12:38,Sucesso,433,440,0
BLD-C01-P05-007974,C01-P05,2026-03-04 21:07:43,Sucesso,139,105,0
BLD-C01-P05-007975,C01-P05,2026-03-28 12:29:25,Falha,227,444,10
BLD-C01-P05-007976,C01-P05,2026-03-13 10:15:12,Sucesso,367,164,0
BLD-C01-P05-007977,C01-P05,2026-03-15 08:18:56,Sucesso,360,701,0
BLD-C01-P05-007978,C01-P05,2026-03-18 17:45:34,Sucesso,394,324,0
BLD-C01-P05-007979,C01-P05,2026-03-25 21:43:15,Sucesso,439,443,0
BLD-C01-P05-007980,C01-P05,2026-03-30 14:00:28,Sucesso,264,612,0
BLD-C01-P05-007981,C01-P05,2026-03-14 20:23:18,Sucesso,337,337,0
BLD-C01-P05-007982,C01-P05,2026-03-20 18:30:44,Sucesso,547,359,0
BLD-C01-P05-007983,C01-P05,2026-03-02 07:33:58,Sucesso,366,446,0
BLD-C01-P05-007984,C01-P05,2026-03-25 16:46:41,Sucesso,420,522,0
BLD-C01-P05-007985,C01-P05,2026-03-14 13:21:01,Sucesso,94,334,0
BLD-C01-P05-007986,C01-P05,2026-03-31 09:19:25,Sucesso,441,170,0
BLD-C01-P05-007987,C01-P05,2026-03-02 17:35:22,Sucesso,463,608,0
BLD-C01-P05-007988,C01-P05,2026-03-22 20:01:01,Falha,250,713,17
BLD-C01-P05-007989,C01-P05,2026-03-02 07:08:13,Sucesso,108,462,0
BLD-C01-P05-007990,C01-P05,2026-03-19 20:11:35,Sucesso,160,319,0
BLD-C01-P05-007991,C01-P05,2026-03-02 14:55:11,Sucesso,261,276,0
BLD-C01-P05-007992,C01-P05,2026-03-17 19:52:57,Falha,177,313,3
BLD-C01-P05-007993,C01-P05,2026-03-19 14:46:49,Sucesso,272,414,1
BLD-C01-P05-007994,C01-P05,2026-03-14 19:14:15,Sucesso,515,251,0
BLD-C01-P05-007995,C01-P05,2026-03-16 13:56:29,Sucesso,230,567,0
BLD-C01-P05-007996,C01-P05,2026-03-16 07:33:26,Falha,490,333,5
BLD-C01-P05-007997,C01-P05,2026-03-05 12:42:35,Sucesso,294,560,0
BLD-C01-P05-007998,C01-P05,2026-03-17 18:34:23,Falha,84,406,8
BLD-C01-P05-007999,C01-P05,2026-03-14 10:12:21,Sucesso,471,326,0
BLD-C01-P05-008000,C01-P05,2026-03-12 15:03:48,Falha,310,409,3
BLD-C01-P05-008001,C01-P05,2026-03-05 14:10:09,Sucesso,391,350,0
BLD-C01-P05-008002,C01-P05,2026-03-24 18:45:38,Sucesso,529,527,0
BLD-C01-P05-008003,C01-P05,2026-03-03 07:11:28,Falha,311,159,2
BLD-C01-P05-008004,C01-P05,2026-03-26 08:58:22,Sucesso,226,349,0
BLD-C01-P05-008005,C01-P05,2026-03-24 08:16:09,Sucesso,166,382,0
BLD-C01-P05-008006,C01-P05,2026-03-26 19:29:18,Sucesso,495,518,0
BLD-C01-P05-008007,C01-P05,2026-03-20 18:23:35,Sucesso,416,403,0
BLD-C01-P05-008008,C01-P05,2026-03-03 14:37:29,Sucesso,395,140,0
BLD-C01-P05-008009,C01-P05,2026-03-06 21:48:03,Sucesso,298,700,0
BLD-C01-P05-008010,C01-P05,2026-03-11 16:26:19,Sucesso,177,400,0
BLD-C01-P05-008011,C01-P05,2026-03-05 10:45:55,Sucesso,111,620,0
BLD-C01-P05-008012,C01-P05,2026-03-10 17:51:09,Sucesso,387,309,0
BLD-C01-P05-008013,C01-P05,2026-03-23 12:52:04,Sucesso,49,718,0
BLD-C01-P05-008014,C01-P05,2026-03-09 13:04:48,Sucesso,424,375,0
BLD-C01-P05-008015,C01-P05,2026-03-05 10:04:11,Sucesso,265,266,0
BLD-C01-P05-008016,C01-P05,2026-03-21 20:21:16,Sucesso,46,482,0
BLD-C01-P05-008017,C01-P05,2026-03-20 12:34:27,Sucesso,413,16,0
BLD-C01-P05-008018,C01-P05,2026-03-23 15:06:58,Sucesso,383,118,0
BLD-C01-P05-008019,C01-P05,2026-03-22 11:08:30,Sucesso,257,321,0
BLD-C01-P05-008020,C01-P05,2026-03-14 11:57:33,Sucesso,357,454,0
BLD-C01-P05-008021,C01-P05,2026-03-04 12:18:15,Sucesso,285,449,0
BLD-C01-P05-008022,C01-P05,2026-03-10 07:35:09,Falha,127,573,8
BLD-C01-P05-008023,C01-P05,2026-03-05 15:01:23,Sucesso,422,712,0
BLD-C01-P05-008024,C01-P05,2026-03-06 09:44:24,Sucesso,459,304,0
BLD-C01-P05-008025,C01-P05,2026-03-15 11:35:44,Sucesso,632,506,0
BLD-C01-P05-008026,C01-P05,2026-03-04 17:23:11,Sucesso,372,84,0
BLD-C01-P05-008027,C01-P05,2026-03-10 20:41:04,Sucesso,114,301,0
BLD-C01-P05-008028,C01-P05,2026-03-11 10:24:37,Sucesso,192,112,0
BLD-C01-P05-008029,C01-P05,2026-03-25 18:05:02,Sucesso,316,161,0
BLD-C01-P05-008030,C01-P05,2026-03-22 14:37:15,Sucesso,273,386,0
BLD-C01-P05-008031,C01-P05,2026-03-29 16:06:27,Sucesso,350,386,1
BLD-C01-P05-008032,C01-P05,2026-03-16 09:43:45,Sucesso,315,77,0
BLD-C01-P05-008033,C01-P05,2026-03-12 20:35:33,Sucesso,448,825,0
BLD-C01-P05-008034,C01-P05,2026-03-20 09:36:59,Sucesso,276,544,0
BLD-C01-P05-008035,C01-P05,2026-04-02 16:11:57,Sucesso,63,36,0
BLD-C01-P05-008036,C01-P05,2026-04-09 14:48:33,Sucesso,101,718,0
BLD-C01-P05-008037,C01-P05,2026-04-05 18:32:58,Sucesso,620,620,0
BLD-C01-P05-008038,C01-P05,2026-04-12 09:25:25,Sucesso,234,484,0
BLD-C01-P05-008039,C01-P05,2026-04-17 10:49:26,Sucesso,225,718,0
BLD-C01-P05-008040,C01-P05,2026-04-19 21:15:34,Sucesso,424,350,0
BLD-C01-P05-008041,C01-P05,2026-04-16 21:58:22,Sucesso,340,884,0
BLD-C01-P05-008042,C01-P05,2026-04-11 16:06:12,Sucesso,377,609,0
BLD-C01-P05-008043,C01-P05,2026-04-20 21:30:12,Sucesso,433,266,0
BLD-C01-P05-008044,C01-P05,2026-04-30 19:17:12,Sucesso,441,495,0
BLD-C01-P05-008045,C01-P05,2026-04-28 08:45:44,Sucesso,556,388,1
BLD-C01-P05-008046,C01-P05,2026-04-26 10:46:07,Sucesso,389,60,0
BLD-C01-P05-008047,C01-P05,2026-04-15 10:14:41,Sucesso,360,425,0
BLD-C01-P05-008048,C01-P05,2026-04-22 16:04:33,Sucesso,594,440,0
BLD-C01-P05-008049,C01-P05,2026-04-11 14:11:11,Falha,327,180,3
BLD-C01-P05-008050,C01-P05,2026-04-23 11:32:38,Sucesso,425,505,0
BLD-C01-P05-008051,C01-P05,2026-04-07 07:40:30,Sucesso,615,541,0
BLD-C01-P05-008052,C01-P05,2026-04-22 19:20:56,Sucesso,456,432,0
BLD-C01-P05-008053,C01-P05,2026-04-26 18:49:20,Sucesso,387,378,0
BLD-C01-P05-008054,C01-P05,2026-04-13 07:34:10,Sucesso,227,444,0
BLD-C01-P05-008055,C01-P05,2026-04-03 19:29:20,Falha,319,592,14
BLD-C01-P05-008056,C01-P05,2026-04-02 10:12:53,Sucesso,511,194,0
BLD-C01-P05-008057,C01-P05,2026-04-27 07:16:23,Sucesso,172,1022,0
BLD-C01-P05-008058,C01-P05,2026-04-28 20:40:02,Sucesso,351,152,0
BLD-C01-P05-008059,C01-P05,2026-04-22 19:04:43,Sucesso,361,458,0
BLD-C01-P05-008060,C01-P05,2026-04-03 13:48:34,Sucesso,395,642,0
BLD-C01-P05-008061,C01-P05,2026-04-14 13:42:38,Sucesso,59,410,0
BLD-C01-P05-008062,C01-P05,2026-04-04 17:02:15,Falha,444,555,4
BLD-C01-P05-008063,C01-P05,2026-04-28 18:22:51,Sucesso,424,315,0
BLD-C01-P05-008064,C01-P05,2026-04-22 07:01:04,Falha,268,645,1
BLD-C01-P05-008065,C01-P05,2026-04-05 19:04:44,Sucesso,223,734,0
BLD-C01-P05-008066,C01-P05,2026-04-07 18:20:39,Sucesso,443,424,0
BLD-C01-P05-008067,C01-P05,2026-04-20 13:19:54,Sucesso,304,10,0
BLD-C01-P05-008068,C01-P05,2026-04-25 16:47:44,Sucesso,238,302,0
BLD-C01-P05-008069,C01-P05,2026-04-20 15:55:18,Sucesso,329,377,0
BLD-C01-P05-008070,C01-P05,2026-04-09 11:37:49,Sucesso,425,297,0
BLD-C01-P05-008071,C01-P05,2026-04-18 17:10:57,Sucesso,455,498,0
BLD-C01-P05-008072,C01-P05,2026-04-16 09:36:20,Sucesso,382,292,0
BLD-C01-P05-008073,C01-P05,2026-04-11 15:17:08,Sucesso,193,170,0
BLD-C01-P05-008074,C01-P05,2026-04-01 18:21:14,Falha,240,335,7
BLD-C01-P05-008075,C01-P05,2026-04-11 21:14:27,Sucesso,303,198,0
BLD-C01-P05-008076,C01-P05,2026-04-29 21:37:54,Sucesso,257,503,0
BLD-C01-P05-008077,C01-P05,2026-04-27 13:03:32,Sucesso,460,381,0
BLD-C01-P05-008078,C01-P05,2026-04-24 21:09:42,Sucesso,467,172,0
BLD-C01-P05-008079,C01-P05,2026-04-02 07:42:45,Sucesso,278,281,0
BLD-C01-P05-008080,C01-P05,2026-04-23 20:29:41,Sucesso,448,373,0
BLD-C01-P05-008081,C01-P05,2026-04-17 07:14:01,Sucesso,190,306,0
BLD-C01-P05-008082,C01-P05,2026-04-04 18:21:56,Sucesso,429,251,0
BLD-C01-P05-008083,C01-P05,2026-04-12 15:35:37,Sucesso,277,343,0
BLD-C01-P05-008084,C01-P05,2026-04-13 16:19:56,Sucesso,340,538,4
BLD-C01-P05-008085,C01-P05,2026-04-07 13:38:42,Sucesso,288,633,1
BLD-C01-P05-008086,C01-P05,2026-04-08 15:31:02,Sucesso,183,348,0
BLD-C01-P05-008087,C01-P05,2026-04-22 21:37:36,Sucesso,451,189,0
BLD-C01-P05-008088,C01-P05,2026-04-04 20:11:36,Sucesso,275,584,0
BLD-C01-P05-008089,C01-P05,2026-04-26 07:09:23,Sucesso,290,728,0
BLD-C01-P05-008090,C01-P05,2026-04-10 11:15:46,Sucesso,329,107,0
BLD-C01-P05-008091,C01-P05,2026-04-14 09:11:42,Sucesso,465,646,0
BLD-C01-P05-008092,C01-P05,2026-04-19 10:20:47,Sucesso,481,706,0
BLD-C01-P05-008093,C01-P05,2026-04-06 10:32:48,Sucesso,214,168,0
BLD-C01-P05-008094,C01-P05,2026-04-26 14:19:35,Sucesso,229,336,0
BLD-C01-P05-008095,C01-P05,2026-04-27 13:03:07,Falha,80,589,2
BLD-C01-P05-008096,C01-P05,2026-04-01 07:33:00,Sucesso,83,358,0
BLD-C01-P05-008097,C01-P05,2026-04-25 08:48:29,Sucesso,403,537,0
BLD-C01-P05-008098,C01-P05,2026-04-15 10:07:54,Falha,239,266,4
BLD-C01-P05-008099,C01-P05,2026-04-28 19:01:45,Sucesso,198,534,0
BLD-C01-P05-008100,C01-P05,2026-04-17 11:41:33,Sucesso,172,397,0
BLD-C01-P05-008101,C01-P05,2026-04-01 13:48:40,Sucesso,335,661,0
BLD-C01-P05-008102,C01-P05,2026-04-03 08:53:11,Sucesso,406,224,1
BLD-C01-P05-008103,C01-P05,2026-04-11 19:57:08,Falha,452,380,7
BLD-C01-P05-008104,C01-P05,2026-04-30 21:02:57,Sucesso,158,221,0
BLD-C01-P05-008105,C01-P05,2026-04-09 10:39:12,Sucesso,23,158,0
BLD-C01-P05-008106,C01-P05,2026-04-11 14:25:45,Sucesso,212,158,0
BLD-C01-P05-008107,C01-P05,2026-04-15 09:10:10,Sucesso,418,455,0
BLD-C01-P05-008108,C01-P05,2026-04-08 11:22:35,Sucesso,100,379,0
BLD-C01-P05-008109,C01-P05,2026-04-08 15:43:55,Sucesso,294,407,0
BLD-C01-P05-008110,C01-P05,2026-04-14 10:25:33,Falha,409,439,7
BLD-C01-P05-008111,C01-P05,2026-04-13 08:54:46,Sucesso,121,414,0
BLD-C01-P05-008112,C01-P05,2026-04-15 09:59:51,Falha,372,362,1
BLD-C01-P05-008113,C01-P05,2026-04-16 15:43:35,Sucesso,217,291,0
