issue_id,project_id,employee_id,issue_type,priority,created_at,closed_at,status
ISS-C01-P05-001770,C01-P05,C01-E0188,Bug,Baixa,2025-06-13 08:50:25,2025-06-27 08:50:25,Fechado
ISS-C01-P05-001771,C01-P05,C01-E0264,Bug,Media,2025-06-09 18:18:13,,Aberto
ISS-C01-P05-001772,C01-P05,C01-E0209,Chore,Baixa,2025-06-09 13:57:11,2025-07-17 13:57:11,Fechado
ISS-C01-P05-001773,C01-P05,C01-E0349,Feature,Media,2025-06-25 18:12:53,,Em Andamento
ISS-C01-P05-001774,C01-P05,C01-E0049,Debito Tecnico,Baixa,2025-06-03 07:24:12,2025-07-03 07:24:12,Fechado
ISS-C01-P05-001775,C01-P05,C01-E0029,Bug,Baixa,2025-06-20 12:33:48,,Em Andamento
ISS-C01-P05-001776,C01-P05,C01-E0339,Feature,Media,2025-06-17 20:20:13,,Aberto
ISS-C01-P05-001777,C01-P05,C01-E0334,Bug,Media,2025-06-02 21:40:12,2025-06-04 21:40:12,Fechado
ISS-C01-P05-001778,C01-P05,C01-E0099,Chore,Baixa,2025-06-02 17:36:57,,Em Andamento
ISS-C01-P05-001779,C01-P05,C01-E0302,Bug,Alta,2025-06-20 18:00:09,,Em Andamento
ISS-C01-P05-001780,C01-P05,C01-E0066,Chore,Media,2025-06-17 16:37:22,,Aberto
ISS-C01-P05-001781,C01-P05,C01-E0345,Feature,Critica,2025-06-10 16:22:14,,Em Andamento
ISS-C01-P05-001782,C01-P05,C01-E0290,Bug,Alta,2025-07-17 07:06:23,2025-08-19 07:06:23,Fechado
ISS-C01-P05-001783,C01-P05,C01-E0228,Feature,Media,2025-07-29 09:29:38,2025-08-03 09:29:38,Fechado
ISS-C01-P05-001784,C01-P05,C01-E0195,Bug,Media,2025-07-12 14:03:37,,Aberto
ISS-C01-P05-001785,C01-P05,C01-E0043,Feature,Media,2025-07-28 17:39:22,2025-08-27 17:39:22,Fechado
ISS-C01-P05-001786,C01-P05,C01-E0331,Feature,Media,2025-07-06 21:34:34,,Aberto
ISS-C01-P05-001787,C01-P05,C01-E0224,Debito Tecnico,Alta,2025-07-30 11:18:33,,Em Andamento
ISS-C01-P05-001788,C01-P05,C01-E0028,Feature,Alta,2025-07-24 07:28:21,2025-08-19 07:28:21,Fechado
ISS-C01-P05-001789,C01-P05,C01-E0228,Feature,Alta,2025-07-22 20:02:20,,Em Andamento
ISS-C01-P05-001790,C01-P05,C01-E0083,Bug,Media,2025-07-07 13:11:51,,Aberto
ISS-C01-P05-001791,C01-P05,C01-E0061,Chore,Baixa,2025-07-26 19:22:28,,Em Andamento
ISS-C01-P05-001792,C01-P05,C01-E0182,Chore,Media,2025-07-30 07:25:34,2025-08-19 07:25:34,Fechado
ISS-C01-P05-001793,C01-P05,C01-E0226,Feature,Media,2025-07-28 10:09:23,2025-09-11 10:09:23,Fechado
ISS-C01-P05-001794,C01-P05,C01-E0211,Bug,Alta,2025-07-01 08:33:35,2025-07-29 08:33:35,Fechado
ISS-C01-P05-001795,C01-P05,C01-E0060,Feature,Baixa,2025-07-01 20:14:57,,Em Andamento
ISS-C01-P05-001796,C01-P05,C01-E0232,Bug,Alta,2025-07-19 15:02:49,2025-08-30 15:02:49,Fechado
ISS-C01-P05-001797,C01-P05,C01-E0170,Debito Tecnico,Media,2025-07-16 19:17:38,,Aberto
ISS-C01-P05-001798,C01-P05,C01-E0172,Feature,Baixa,2025-07-21 19:41:14,2025-08-31 19:41:14,Fechado
ISS-C01-P05-001799,C01-P05,C01-E0150,Feature,Media,2025-07-27 18:04:53,,Aberto
ISS-C01-P05-001800,C01-P05,C01-E0110,Feature,Critica,2025-07-17 08:08:42,2025-08-10 08:08:42,Fechado
ISS-C01-P05-001801,C01-P05,C01-E0009,Feature,Critica,2025-07-07 17:30:42,2025-07-27 17:30:42,Fechado
ISS-C01-P05-001802,C01-P05,C01-E0065,Bug,Baixa,2025-07-27 19:22:26,2025-08-03 19:22:26,Fechado
ISS-C01-P05-001803,C01-P05,C01-E0154,Bug,Baixa,2025-07-12 19:42:51,2025-08-11 19:42:51,Fechado
ISS-C01-P05-001804,C01-P05,C01-E0030,Bug,Alta,2025-07-21 07:13:47,,Em Andamento
ISS-C01-P05-001805,C01-P05,C01-E0055,Feature,Alta,2025-07-11 19:21:54,,Em Andamento
ISS-C01-P05-001806,C01-P05,C01-E0173,Bug,Media,2025-07-13 21:54:13,2025-08-22 21:54:13,Fechado
ISS-C01-P05-001807,C01-P05,C01-E0007,Bug,Alta,2025-07-27 07:02:02,2025-09-03 07:02:02,Fechado
ISS-C01-P05-001808,C01-P05,C01-E0311,Debito Tecnico,Alta,2025-07-18 14:16:30,2025-08-19 14:16:30,Fechado
ISS-C01-P05-001809,C01-P05,C01-E0106,Feature,Critica,2025-07-27 09:12:12,,Aberto
ISS-C01-P05-001810,C01-P05,C01-E0286,Debito Tecnico,Media,2025-07-08 08:04:48,,Em Andamento
ISS-C01-P05-001811,C01-P05,C01-E0214,Bug,Media,2025-07-01 21:24:10,2025-08-12 21:24:10,Fechado
ISS-C01-P05-001812,C01-P05,C01-E0027,Bug,Media,2025-07-23 18:48:54,2025-09-05 18:48:54,Fechado
ISS-C01-P05-001813,C01-P05,C01-E0313,Debito Tecnico,Media,2025-07-03 10:10:38,2025-07-04 10:10:38,Fechado
ISS-C01-P05-001814,C01-P05,C01-E0124,Feature,Alta,2025-07-09 13:41:18,,Em Andamento
ISS-C01-P05-001815,C01-P05,C01-E0144,Bug,Alta,2025-07-06 09:38:12,,Em Andamento
ISS-C01-P05-001816,C01-P05,C01-E0024,Bug,Baixa,2025-07-07 07:45:48,,Aberto
ISS-C01-P05-001817,C01-P05,C01-E0176,Chore,Alta,2025-08-30 08:31:50,2025-10-14 08:31:50,Fechado
ISS-C01-P05-001818,C01-P05,C01-E0146,Bug,Media,2025-08-03 20:13:55,2025-08-24 20:13:55,Fechado
ISS-C01-P05-001819,C01-P05,C01-E0073,Feature,Baixa,2025-08-09 16:14:22,2025-09-19 16:14:22,Fechado
ISS-C01-P05-001820,C01-P05,C01-E0165,Bug,Baixa,2025-08-01 18:47:10,2025-08-05 18:47:10,Fechado
ISS-C01-P05-001821,C01-P05,C01-E0091,Bug,Alta,2025-08-25 08:44:41,2025-09-30 08:44:41,Fechado
ISS-C01-P05-001822,C01-P05,C01-E0009,Feature,Baixa,2025-08-25 11:54:34,,Em Andamento
ISS-C01-P05-001823,C01-P05,C01-E0014,Feature,Media,2025-08-09 08:54:26,,Aberto
ISS-C01-P05-001824,C01-P05,C01-E0079,Debito Tecnico,Alta,2025-08-31 21:37:14,,Em Andamento
ISS-C01-P05-001825,C01-P05,C01-E0296,Debito Tecnico,Baixa,2025-08-31 07:42:01,,Aberto
ISS-C01-P05-001826,C01-P05,C01-E0270,Bug,Media,2025-08-04 16:06:48,2025-08-08 16:06:48,Fechado
ISS-C01-P05-001827,C01-P05,C01-E0324,Feature,Media,2025-08-27 17:41:27,2025-09-15 17:41:27,Fechado
ISS-C01-P05-001828,C01-P05,C01-E0055,Feature,Baixa,2025-08-15 07:58:25,2025-09-06 07:58:25,Fechado
ISS-C01-P05-001829,C01-P05,C01-E0317,Chore,Alta,2025-08-25 08:12:18,,Em Andamento
ISS-C01-P05-001830,C01-P05,C01-E0195,Feature,Media,2025-08-09 11:08:55,2025-09-22 11:08:55,Fechado
ISS-C01-P05-001831,C01-P05,C01-E0287,Feature,Media,2025-08-05 13:34:02,,Aberto
ISS-C01-P05-001832,C01-P05,C01-E0342,Bug,Media,2025-08-23 14:52:41,2025-09-14 14:52:41,Fechado
ISS-C01-P05-001833,C01-P05,C01-E0006,Bug,Media,2025-08-22 09:54:46,2025-09-15 09:54:46,Fechado
ISS-C01-P05-001834,C01-P05,C01-E0295,Feature,Critica,2025-08-14 11:35:26,2025-08-23 11:35:26,Fechado
ISS-C01-P05-001835,C01-P05,C01-E0005,Debito Tecnico,Media,2025-08-21 19:37:28,2025-08-30 19:37:28,Fechado
ISS-C01-P05-001836,C01-P05,C01-E0101,Feature,Media,2025-08-05 14:11:48,2025-08-08 14:11:48,Fechado
ISS-C01-P05-001837,C01-P05,C01-E0282,Feature,Media,2025-08-03 18:53:52,2025-09-13 18:53:52,Fechado
ISS-C01-P05-001838,C01-P05,C01-E0300,Bug,Alta,2025-08-05 07:31:16,,Em Andamento
ISS-C01-P05-001839,C01-P05,C01-E0252,Debito Tecnico,Alta,2025-08-21 20:18:52,2025-10-04 20:18:52,Fechado
ISS-C01-P05-001840,C01-P05,C01-E0050,Bug,Media,2025-08-28 09:52:49,,Aberto
ISS-C01-P05-001841,C01-P05,C01-E0083,Bug,Baixa,2025-08-17 12:51:16,2025-09-02 12:51:16,Fechado
ISS-C01-P05-001842,C01-P05,C01-E0202,Bug,Media,2025-08-18 15:00:14,2025-09-30 15:00:14,Fechado
ISS-C01-P05-001843,C01-P05,C01-E0209,Feature,Baixa,2025-08-17 16:22:11,2025-09-24 16:22:11,Fechado
ISS-C01-P05-001844,C01-P05,C01-E0019,Feature,Media,2025-08-31 09:18:41,2025-09-12 09:18:41,Fechado
ISS-C01-P05-001845,C01-P05,C01-E0007,Debito Tecnico,Alta,2025-08-17 19:06:23,,Aberto
ISS-C01-P05-001846,C01-P05,C01-E0059,Debito Tecnico,Alta,2025-08-17 08:49:37,2025-08-22 08:49:37,Fechado
ISS-C01-P05-001847,C01-P05,C01-E0137,Feature,Media,2025-08-06 08:31:36,2025-08-23 08:31:36,Fechado
ISS-C01-P05-001848,C01-P05,C01-E0028,Debito Tecnico,Alta,2025-08-09 14:32:25,,Em Andamento
ISS-C01-P05-001849,C01-P05,C01-E0023,Feature,Media,2025-08-23 15:12:14,,Em Andamento
ISS-C01-P05-001850,C01-P05,C01-E0084,Debito Tecnico,Baixa,2025-08-04 12:13:34,2025-08-14 12:13:34,Fechado
ISS-C01-P05-001851,C01-P05,C01-E0097,Debito Tecnico,Media,2025-08-06 21:41:47,2025-09-04 21:41:47,Fechado
ISS-C01-P05-001852,C01-P05,C01-E0149,Bug,Critica,2025-08-05 07:25:46,2025-08-24 07:25:46,Fechado
ISS-C01-P05-001853,C01-P05,C01-E0149,Bug,Alta,2025-08-30 19:06:33,2025-10-04 19:06:33,Fechado
ISS-C01-P05-001854,C01-P05,C01-E0018,Bug,Baixa,2025-08-20 09:24:22,,Em Andamento
ISS-C01-P05-001855,C01-P05,C01-E0251,Feature,Alta,2025-08-29 12:13:45,2025-10-01 12:13:45,Fechado
ISS-C01-P05-001856,C01-P05,C01-E0288,Feature,Critica,2025-08-10 07:42:24,2025-08-20 07:42:24,Fechado
ISS-C01-P05-001857,C01-P05,C01-E0275,Feature,Baixa,2025-08-19 11:19:27,,Aberto
ISS-C01-P05-001858,C01-P05,C01-E0099,Chore,Alta,2025-08-10 08:14:10,,Aberto
ISS-C01-P05-001859,C01-P05,C01-E0308,Debito Tecnico,Baixa,2025-08-05 13:08:25,,Em Andamento
ISS-C01-P05-001860,C01-P05,C01-E0224,Chore,Baixa,2025-08-03 07:10:03,2025-08-24 07:10:03,Fechado
ISS-C01-P05-001861,C01-P05,C01-E0164,Feature,Media,2025-08-05 20:38:38,2025-09-01 20:38:38,Fechado
ISS-C01-P05-001862,C01-P05,C01-E0104,Feature,Baixa,2025-08-13 19:41:27,,Em Andamento
ISS-C01-P05-001863,C01-P05,C01-E0094,Feature,Alta,2025-08-10 08:22:02,,Em Andamento
ISS-C01-P05-001864,C01-P05,C01-E0078,Bug,Baixa,2025-09-30 10:51:32,,Aberto
ISS-C01-P05-001865,C01-P05,C01-E0195,Feature,Alta,2025-09-07 21:41:12,,Em Andamento
ISS-C01-P05-001866,C01-P05,C01-E0176,Feature,Alta,2025-09-28 19:52:42,2025-10-27 19:52:42,Fechado
ISS-C01-P05-001867,C01-P05,C01-E0168,Debito Tecnico,Alta,2025-09-06 10:48:21,,Aberto
ISS-C01-P05-001868,C01-P05,C01-E0156,Chore,Media,2025-09-08 12:16:41,,Aberto
ISS-C01-P05-001869,C01-P05,C01-E0069,Chore,Baixa,2025-09-09 18:48:32,2025-09-18 18:48:32,Fechado
ISS-C01-P05-001870,C01-P05,C01-E0059,Feature,Media,2025-09-15 18:56:50,,Em Andamento
ISS-C01-P05-001871,C01-P05,C01-E0202,Bug,Baixa,2025-09-01 08:30:20,2025-10-03 08:30:20,Fechado
ISS-C01-P05-001872,C01-P05,C01-E0206,Bug,Media,2025-09-12 11:54:46,2025-10-05 11:54:46,Fechado
ISS-C01-P05-001873,C01-P05,C01-E0060,Feature,Critica,2025-09-13 14:01:18,,Em Andamento
ISS-C01-P05-001874,C01-P05,C01-E0240,Chore,Media,2025-09-23 07:08:55,2025-10-17 07:08:55,Fechado
ISS-C01-P05-001875,C01-P05,C01-E0018,Feature,Media,2025-09-28 11:57:49,2025-10-25 11:57:49,Fechado
ISS-C01-P05-001876,C01-P05,C01-E0330,Chore,Alta,2025-09-20 19:59:30,,Em Andamento
ISS-C01-P05-001877,C01-P05,C01-E0228,Bug,Baixa,2025-09-03 16:41:00,,Aberto
ISS-C01-P05-001878,C01-P05,C01-E0032,Debito Tecnico,Media,2025-09-28 10:39:19,2025-11-07 10:39:19,Fechado
ISS-C01-P05-001879,C01-P05,C01-E0109,Debito Tecnico,Critica,2025-09-08 07:46:59,,Em Andamento
ISS-C01-P05-001880,C01-P05,C01-E0256,Feature,Critica,2025-09-23 13:48:28,,Aberto
ISS-C01-P05-001881,C01-P05,C01-E0228,Bug,Media,2025-09-03 16:13:44,,Aberto
ISS-C01-P05-001882,C01-P05,C01-E0009,Feature,Baixa,2025-09-10 19:02:06,2025-09-27 19:02:06,Fechado
ISS-C01-P05-001883,C01-P05,C01-E0080,Feature,Media,2025-09-18 21:40:30,2025-09-22 21:40:30,Fechado
ISS-C01-P05-001884,C01-P05,C01-E0311,Bug,Baixa,2025-09-25 08:24:48,,Em Andamento
ISS-C01-P05-001885,C01-P05,C01-E0061,Feature,Alta,2025-09-17 08:16:22,2025-10-21 08:16:22,Fechado
ISS-C01-P05-001886,C01-P05,C01-E0182,Debito Tecnico,Alta,2025-09-04 14:24:30,,Em Andamento
ISS-C01-P05-001887,C01-P05,C01-E0254,Bug,Alta,2025-09-16 13:49:22,,Em Andamento
ISS-C01-P05-001888,C01-P05,C01-E0251,Bug,Media,2025-09-15 21:16:49,,Em Andamento
ISS-C01-P05-001889,C01-P05,C01-E0300,Bug,Baixa,2025-09-22 19:44:31,,Em Andamento
ISS-C01-P05-001890,C01-P05,C01-E0104,Feature,Baixa,2025-09-13 13:05:25,2025-10-01 13:05:25,Fechado
ISS-C01-P05-001891,C01-P05,C01-E0159,Chore,Baixa,2025-09-30 07:21:25,,Em Andamento
ISS-C01-P05-001892,C01-P05,C01-E0164,Bug,Baixa,2025-09-08 13:55:45,2025-09-22 13:55:45,Fechado
ISS-C01-P05-001893,C01-P05,C01-E0028,Debito Tecnico,Media,2025-09-05 12:29:16,,Aberto
ISS-C01-P05-001894,C01-P05,C01-E0276,Bug,Alta,2025-09-05 20:49:29,2025-09-13 20:49:29,Fechado
ISS-C01-P05-001895,C01-P05,C01-E0321,Chore,Media,2025-09-29 20:28:53,,Em Andamento
ISS-C01-P05-001896,C01-P05,C01-E0015,Feature,Alta,2025-09-29 17:32:05,2025-11-09 17:32:05,Fechado
ISS-C01-P05-001897,C01-P05,C01-E0180,Bug,Media,2025-09-04 08:24:53,2025-09-10 08:24:53,Fechado
ISS-C01-P05-001898,C01-P05,C01-E0032,Bug,Baixa,2025-10-24 21:52:17,2025-11-11 21:52:17,Fechado
ISS-C01-P05-001899,C01-P05,C01-E0049,Bug,Baixa,2025-10-18 08:41:47,,Aberto
ISS-C01-P05-001900,C01-P05,C01-E0042,Feature,Media,2025-10-04 14:12:41,2025-10-19 14:12:41,Fechado
ISS-C01-P05-001901,C01-P05,C01-E0345,Feature,Alta,2025-10-24 15:12:36,2025-10-25 15:12:36,Fechado
ISS-C01-P05-001902,C01-P05,C01-E0283,Bug,Media,2025-10-18 20:57:21,2025-10-20 20:57:21,Fechado
ISS-C01-P05-001903,C01-P05,C01-E0145,Bug,Media,2025-10-31 13:56:07,,Em Andamento
ISS-C01-P05-001904,C01-P05,C01-E0020,Bug,Media,2025-10-23 16:20:46,2025-11-08 16:20:46,Fechado
ISS-C01-P05-001905,C01-P05,C01-E0360,Chore,Baixa,2025-10-19 13:24:02,2025-11-19 13:24:02,Fechado
ISS-C01-P05-001906,C01-P05,C01-E0254,Bug,Alta,2025-10-22 17:23:34,,Em Andamento
ISS-C01-P05-001907,C01-P05,C01-E0170,Bug,Baixa,2025-10-05 10:02:59,2025-11-08 10:02:59,Fechado
ISS-C01-P05-001908,C01-P05,C01-E0124,Bug,Baixa,2025-10-25 16:27:52,2025-11-03 16:27:52,Fechado
ISS-C01-P05-001909,C01-P05,C01-E0196,Feature,Media,2025-10-19 11:18:20,2025-10-30 11:18:20,Fechado
ISS-C01-P05-001910,C01-P05,C01-E0061,Chore,Media,2025-10-09 20:37:06,2025-10-13 20:37:06,Fechado
ISS-C01-P05-001911,C01-P05,C01-E0049,Chore,Critica,2025-10-15 14:16:32,2025-11-03 14:16:32,Fechado
ISS-C01-P05-001912,C01-P05,C01-E0319,Bug,Media,2025-10-09 21:42:13,2025-11-13 21:42:13,Fechado
ISS-C01-P05-001913,C01-P05,C01-E0104,Feature,Media,2025-10-01 15:06:40,2025-10-11 15:06:40,Fechado
ISS-C01-P05-001914,C01-P05,C01-E0330,Bug,Media,2025-10-18 17:32:06,,Em Andamento
ISS-C01-P05-001915,C01-P05,C01-E0097,Feature,Media,2025-10-25 10:55:22,,Aberto
ISS-C01-P05-001916,C01-P05,C01-E0300,Chore,Critica,2025-10-04 15:45:33,2025-10-12 15:45:33,Fechado
ISS-C01-P05-001917,C01-P05,C01-E0101,Bug,Baixa,2025-10-10 18:49:31,,Em Andamento
ISS-C01-P05-001918,C01-P05,C01-E0030,Feature,Alta,2025-10-19 10:31:30,2025-10-24 10:31:30,Fechado
ISS-C01-P05-001919,C01-P05,C01-E0290,Feature,Media,2025-10-19 19:44:26,,Em Andamento
ISS-C01-P05-001920,C01-P05,C01-E0169,Bug,Media,2025-10-14 07:48:31,,Em Andamento
ISS-C01-P05-001921,C01-P05,C01-E0043,Bug,Critica,2025-10-26 15:31:33,2025-11-15 15:31:33,Fechado
ISS-C01-P05-001922,C01-P05,C01-E0348,Feature,Alta,2025-10-21 16:55:52,2025-11-08 16:55:52,Fechado
ISS-C01-P05-001923,C01-P05,C01-E0275,Feature,Baixa,2025-10-12 14:50:13,,Aberto
ISS-C01-P05-001924,C01-P05,C01-E0195,Bug,Baixa,2025-10-21 19:21:59,2025-11-11 19:21:59,Fechado
ISS-C01-P05-001925,C01-P05,C01-E0154,Chore,Media,2025-10-21 07:00:23,2025-12-02 07:00:23,Fechado
ISS-C01-P05-001926,C01-P05,C01-E0059,Chore,Baixa,2025-10-17 17:48:47,2025-10-22 17:48:47,Fechado
ISS-C01-P05-001927,C01-P05,C01-E0159,Bug,Baixa,2025-10-02 07:11:14,2025-10-19 07:11:14,Fechado
ISS-C01-P05-001928,C01-P05,C01-E0066,Feature,Media,2025-10-07 09:10:16,,Aberto
ISS-C01-P05-001929,C01-P05,C01-E0284,Debito Tecnico,Baixa,2025-10-07 17:06:57,2025-10-22 17:06:57,Fechado
ISS-C01-P05-001930,C01-P05,C01-E0023,Feature,Baixa,2025-10-01 18:27:15,2025-10-23 18:27:15,Fechado
ISS-C01-P05-001931,C01-P05,C01-E0059,Bug,Media,2025-10-11 13:46:24,2025-10-24 13:46:24,Fechado
ISS-C01-P05-001932,C01-P05,C01-E0106,Feature,Media,2025-10-05 12:04:28,2025-11-10 12:04:28,Fechado
ISS-C01-P05-001933,C01-P05,C01-E0098,Feature,Baixa,2025-10-05 17:58:28,,Aberto
ISS-C01-P05-001934,C01-P05,C01-E0009,Feature,Alta,2025-10-26 18:30:54,,Em Andamento
ISS-C01-P05-001935,C01-P05,C01-E0106,Bug,Media,2025-10-21 15:58:04,2025-12-05 15:58:04,Fechado
ISS-C01-P05-001936,C01-P05,C01-E0028,Feature,Media,2025-10-12 20:54:53,,Aberto
ISS-C01-P05-001937,C01-P05,C01-E0327,Bug,Alta,2025-11-21 07:48:44,2025-12-24 07:48:44,Fechado
ISS-C01-P05-001938,C01-P05,C01-E0145,Bug,Baixa,2025-11-16 08:41:37,,Em Andamento
ISS-C01-P05-001939,C01-P05,C01-E0079,Feature,Baixa,2025-11-30 09:44:47,,Aberto
ISS-C01-P05-001940,C01-P05,C01-E0031,Bug,Media,2025-11-28 19:58:49,,Aberto
ISS-C01-P05-001941,C01-P05,C01-E0285,Feature,Alta,2025-11-02 21:10:13,,Em Andamento
ISS-C01-P05-001942,C01-P05,C01-E0145,Feature,Media,2025-11-27 07:41:42,2025-12-06 07:41:42,Fechado
ISS-C01-P05-001943,C01-P05,C01-E0223,Bug,Alta,2025-11-28 13:43:33,2025-12-01 13:43:33,Fechado
ISS-C01-P05-001944,C01-P05,C01-E0082,Feature,Baixa,2025-11-01 18:14:32,2025-11-11 18:14:32,Fechado
ISS-C01-P05-001945,C01-P05,C01-E0144,Chore,Baixa,2025-11-25 21:31:37,2025-12-10 21:31:37,Fechado
ISS-C01-P05-001946,C01-P05,C01-E0235,Bug,Baixa,2025-11-10 12:55:49,,Aberto
ISS-C01-P05-001947,C01-P05,C01-E0156,Bug,Alta,2025-11-24 19:54:11,2025-12-31 19:54:11,Fechado
ISS-C01-P05-001948,C01-P05,C01-E0341,Bug,Media,2025-11-02 07:28:31,2025-11-26 07:28:31,Fechado
ISS-C01-P05-001949,C01-P05,C01-E0028,Bug,Media,2025-11-24 14:45:30,2025-12-28 14:45:30,Fechado
ISS-C01-P05-001950,C01-P05,C01-E0222,Feature,Baixa,2025-11-05 17:03:37,2025-12-11 17:03:37,Fechado
ISS-C01-P05-001951,C01-P05,C01-E0050,Feature,Baixa,2025-11-28 11:02:27,2026-01-08 11:02:27,Fechado
ISS-C01-P05-001952,C01-P05,C01-E0210,Feature,Alta,2025-11-28 09:22:49,2026-01-07 09:22:49,Fechado
ISS-C01-P05-001953,C01-P05,C01-E0004,Feature,Baixa,2025-11-22 18:45:14,,Em Andamento
ISS-C01-P05-001954,C01-P05,C01-E0354,Chore,Alta,2025-11-20 09:53:51,2025-12-11 09:53:51,Fechado
ISS-C01-P05-001955,C01-P05,C01-E0027,Debito Tecnico,Baixa,2025-11-08 19:05:02,,Aberto
ISS-C01-P05-001956,C01-P05,C01-E0022,Feature,Baixa,2025-11-26 21:53:32,,Em Andamento
ISS-C01-P05-001957,C01-P05,C01-E0291,Debito Tecnico,Baixa,2025-11-07 07:24:33,2025-12-04 07:24:33,Fechado
ISS-C01-P05-001958,C01-P05,C01-E0276,Feature,Critica,2025-11-26 12:22:57,2025-12-09 12:22:57,Fechado
ISS-C01-P05-001959,C01-P05,C01-E0078,Feature,Alta,2025-11-21 16:44:24,,Aberto
ISS-C01-P05-001960,C01-P05,C01-E0341,Debito Tecnico,Media,2025-11-03 17:16:36,2025-12-02 17:16:36,Fechado
ISS-C01-P05-001961,C01-P05,C01-E0209,Bug,Baixa,2025-11-06 18:04:51,2025-12-21 18:04:51,Fechado
ISS-C01-P05-001962,C01-P05,C01-E0104,Bug,Alta,2025-11-09 19:07:13,,Em Andamento
ISS-C01-P05-001963,C01-P05,C01-E0342,Bug,Alta,2025-11-27 18:07:50,2026-01-07 18:07:50,Fechado
ISS-C01-P05-001964,C01-P05,C01-E0228,Feature,Media,2025-11-04 15:48:25,,Aberto
ISS-C01-P05-001965,C01-P05,C01-E0024,Debito Tecnico,Alta,2025-11-16 07:55:39,,Aberto
ISS-C01-P05-001966,C01-P05,C01-E0065,Feature,Baixa,2025-11-22 20:55:32,,Aberto
ISS-C01-P05-001967,C01-P05,C01-E0123,Debito Tecnico,Media,2025-11-16 17:34:59,2025-12-27 17:34:59,Fechado
ISS-C01-P05-001968,C01-P05,C01-E0358,Debito Tecnico,Baixa,2025-11-10 12:04:26,2025-11-24 12:04:26,Fechado
ISS-C01-P05-001969,C01-P05,C01-E0058,Feature,Media,2025-11-07 15:52:40,,Em Andamento
ISS-C01-P05-001970,C01-P05,C01-E0228,Debito Tecnico,Baixa,2025-11-13 17:48:06,2025-11-27 17:48:06,Fechado
ISS-C01-P05-001971,C01-P05,C01-E0136,Bug,Alta,2025-11-09 15:04:50,,Em Andamento
ISS-C01-P05-001972,C01-P05,C01-E0009,Debito Tecnico,Media,2025-11-13 11:55:30,2025-12-07 11:55:30,Fechado
ISS-C01-P05-001973,C01-P05,C01-E0058,Debito Tecnico,Baixa,2025-11-02 07:06:38,2025-11-15 07:06:38,Fechado
ISS-C01-P05-001974,C01-P05,C01-E0022,Feature,Media,2025-11-07 10:52:08,2025-11-09 10:52:08,Fechado
ISS-C01-P05-001975,C01-P05,C01-E0247,Bug,Media,2025-11-15 10:12:45,,Aberto
ISS-C01-P05-001976,C01-P05,C01-E0134,Chore,Media,2025-11-10 11:10:26,2025-11-27 11:10:26,Fechado
ISS-C01-P05-001977,C01-P05,C01-E0099,Bug,Media,2025-11-28 16:19:56,,Em Andamento
ISS-C01-P05-001978,C01-P05,C01-E0181,Bug,Alta,2025-12-18 20:08:16,2026-01-26 20:08:16,Fechado
ISS-C01-P05-001979,C01-P05,C01-E0137,Bug,Baixa,2025-12-19 09:08:20,2025-12-24 09:08:20,Fechado
ISS-C01-P05-001980,C01-P05,C01-E0203,Bug,Critica,2025-12-27 07:09:33,2026-01-10 07:09:33,Fechado
ISS-C01-P05-001981,C01-P05,C01-E0100,Bug,Critica,2025-12-24 10:47:33,,Aberto
ISS-C01-P05-001982,C01-P05,C01-E0313,Feature,Critica,2025-12-14 08:43:20,2025-12-16 08:43:20,Fechado
ISS-C01-P05-001983,C01-P05,C01-E0169,Debito Tecnico,Baixa,2025-12-25 16:07:37,2026-01-23 16:07:37,Fechado
ISS-C01-P05-001984,C01-P05,C01-E0129,Bug,Media,2025-12-22 10:08:28,2026-01-19 10:08:28,Fechado
ISS-C01-P05-001985,C01-P05,C01-E0312,Debito Tecnico,Media,2025-12-07 08:29:44,2026-01-12 08:29:44,Fechado
ISS-C01-P05-001986,C01-P05,C01-E0292,Chore,Alta,2025-12-08 19:45:17,2026-01-13 19:45:17,Fechado
ISS-C01-P05-001987,C01-P05,C01-E0233,Feature,Media,2025-12-25 16:17:44,2025-12-29 16:17:44,Fechado
ISS-C01-P05-001988,C01-P05,C01-E0038,Chore,Media,2025-12-28 18:36:20,,Em Andamento
ISS-C01-P05-001989,C01-P05,C01-E0146,Bug,Media,2025-12-22 07:44:42,,Em Andamento
ISS-C01-P05-001990,C01-P05,C01-E0209,Debito Tecnico,Alta,2025-12-20 07:01:34,,Aberto
ISS-C01-P05-001991,C01-P05,C01-E0017,Feature,Media,2025-12-31 13:18:10,2026-01-11 13:18:10,Fechado
ISS-C01-P05-001992,C01-P05,C01-E0234,Debito Tecnico,Media,2025-12-17 16:26:46,2026-01-27 16:26:46,Fechado
ISS-C01-P05-001993,C01-P05,C01-E0217,Debito Tecnico,Media,2025-12-04 09:53:27,,Em Andamento
ISS-C01-P05-001994,C01-P05,C01-E0328,Debito Tecnico,Media,2025-12-20 17:36:14,2026-01-16 17:36:14,Fechado
ISS-C01-P05-001995,C01-P05,C01-E0165,Feature,Media,2025-12-18 12:41:48,2026-01-08 12:41:48,Fechado
ISS-C01-P05-001996,C01-P05,C01-E0276,Chore,Critica,2025-12-12 18:41:37,,Aberto
ISS-C01-P05-001997,C01-P05,C01-E0345,Feature,Alta,2025-12-15 17:21:10,2026-01-13 17:21:10,Fechado
